,lineup_ids,lineup_names,points_allowed,points_scored
7276,202337 - 202708 - 202087 - 201569 - 2570,"Babbitt,Luke - Cole,Norris - Gee,Alonzo - Gordon,Eric - Perkins,Kendrick",10.0,18.0
7277,201583 - 202708 - 201967 - 201950 - 2570,"Anderson,Ryan - Cole,Norris - Cunningham,Dante - Holiday,Jrue - Perkins,Kendrick",11.7,10.7
7278,201600 - 202708 - 201967 - 203076 - 201950,"Asik,Omer - Cole,Norris - Cunningham,Dante - Davis,Anthony - Holiday,Jrue",11.2,11.4
7279,201967 - 201962 - 203516 - 202706 - 2570,"Cunningham,Dante - Douglas,Toney - Ennis,James - Hamilton,Jordan - Perkins,Kendrick",16.0,7.0
7280,201583 - 203076 - 201962 - 201569 - 201950,"Anderson,Ryan - Davis,Anthony - Douglas,Toney - Gordon,Eric - Holiday,Jrue",15.0,10.0
7281,201583 - 201600 - 202087 - 201569 - 201950,"Anderson,Ryan - Asik,Omer - Gee,Alonzo - Gordon,Eric - Holiday,Jrue",12.1,8.3
7282,201583 - 202337 - 201967 - 201962 - 202087,"Anderson,Ryan - Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Gee,Alonzo",11.0,12.0
7283,201583 - 201967 - 203076 - 201962 - 201569,"Anderson,Ryan - Cunningham,Dante - Davis,Anthony - Douglas,Toney - Gordon,Eric",12.0,7.5
7284,201583 - 201962 - 202087 - 203111 - 2570,"Anderson,Ryan - Douglas,Toney - Gee,Alonzo - Johnson,Orlando - Perkins,Kendrick",10.0,13.0
7285,202337 - 201967 - 201962 - 202087 - 202397,"Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Gee,Alonzo - Smith,Ish",10.0,10.7
7286,201967 - 201962 - 203516 - 204025 - 202706,"Cunningham,Dante - Douglas,Toney - Ennis,James - Frazier,Tim - Hamilton,Jordan",10.0,12.5
7287,201583 - 202337 - 204025 - 202087 - 2570,"Anderson,Ryan - Babbitt,Luke - Frazier,Tim - Gee,Alonzo - Perkins,Kendrick",7.0,17.0
7288,201583 - 202708 - 203076 - 201569 - 201950,"Anderson,Ryan - Cole,Norris - Davis,Anthony - Gordon,Eric - Holiday,Jrue",10.1,10.8
7289,201583 - 201967 - 203076 - 201962 - 201950,"Anderson,Ryan - Cunningham,Dante - Davis,Anthony - Douglas,Toney - Holiday,Jrue",11.9,10.4
7290,201600 - 202337 - 203076 - 201569 - 201950,"Asik,Omer - Babbitt,Luke - Davis,Anthony - Gordon,Eric - Holiday,Jrue",6.0,14.0
7291,202337 - 201962 - 204025 - 202087 - 2570,"Babbitt,Luke - Douglas,Toney - Frazier,Tim - Gee,Alonzo - Perkins,Kendrick",10.5,9.5
7292,201967 - 201962 - 202087 - 202706 - 2570,"Cunningham,Dante - Douglas,Toney - Gee,Alonzo - Hamilton,Jordan - Perkins,Kendrick",11.0,10.0
7293,203076 - 201936 - 201950 - 2570 - 202397,"Davis,Anthony - Evans,Tyreke - Holiday,Jrue - Perkins,Kendrick - Smith,Ish",10.0,11.0
7294,201582 - 202337 - 201967 - 201962 - 203516,"Ajinca,Alexis - Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Ennis,James",8.0,15.0
7295,201582 - 202337 - 201962 - 204025 - 2570,"Ajinca,Alexis - Babbitt,Luke - Douglas,Toney - Frazier,Tim - Perkins,Kendrick",8.0,15.0
7296,201583 - 202708 - 203076 - 201936 - 201950,"Anderson,Ryan - Cole,Norris - Davis,Anthony - Evans,Tyreke - Holiday,Jrue",8.3,8.0
7297,201600 - 201967 - 203076 - 204025 - 201950,"Asik,Omer - Cunningham,Dante - Davis,Anthony - Frazier,Tim - Holiday,Jrue",15.0,15.0
7298,202337 - 201967 - 203076 - 201950 - 202397,"Babbitt,Luke - Cunningham,Dante - Davis,Anthony - Holiday,Jrue - Smith,Ish",9.0,10.0
7299,202337 - 201967 - 203516 - 204025 - 2570,"Babbitt,Luke - Cunningham,Dante - Ennis,James - Frazier,Tim - Perkins,Kendrick",4.5,9.0
7300,202337 - 201962 - 202087 - 202706 - 2570,"Babbitt,Luke - Douglas,Toney - Gee,Alonzo - Hamilton,Jordan - Perkins,Kendrick",14.0,12.0
7301,201962 - 204025 - 202087 - 202706 - 2570,"Douglas,Toney - Frazier,Tim - Gee,Alonzo - Hamilton,Jordan - Perkins,Kendrick",4.0,11.0
7302,201582 - 201583 - 201962 - 202087 - 201950,"Ajinca,Alexis - Anderson,Ryan - Douglas,Toney - Gee,Alonzo - Holiday,Jrue",10.0,9.4
7303,201583 - 202337 - 201967 - 203076 - 201962,"Anderson,Ryan - Babbitt,Luke - Cunningham,Dante - Davis,Anthony - Douglas,Toney",6.0,4.0
7304,201583 - 203076 - 1626214 - 202087 - 201950,"Anderson,Ryan - Davis,Anthony - Dejean-Jones,Bryce - Gee,Alonzo - Holiday,Jrue",12.0,11.5
7305,201967 - 201962 - 204025 - 202706 - 2570,"Cunningham,Dante - Douglas,Toney - Frazier,Tim - Hamilton,Jordan - Perkins,Kendrick",13.7,10.7
7306,201582 - 201583 - 202337 - 201962 - 201936,"Ajinca,Alexis - Anderson,Ryan - Babbitt,Luke - Douglas,Toney - Evans,Tyreke",10.0,11.0
7307,201583 - 201600 - 201936 - 202087 - 201569,"Anderson,Ryan - Asik,Omer - Evans,Tyreke - Gee,Alonzo - Gordon,Eric",4.0,11.0
7308,201583 - 202708 - 201967 - 203076 - 201950,"Anderson,Ryan - Cole,Norris - Cunningham,Dante - Davis,Anthony - Holiday,Jrue",9.2,9.4
7309,201583 - 203076 - 201962 - 202087 - 203111,"Anderson,Ryan - Davis,Anthony - Douglas,Toney - Gee,Alonzo - Johnson,Orlando",14.0,8.0
7310,201583 - 204025 - 202087 - 201950 - 2570,"Anderson,Ryan - Frazier,Tim - Gee,Alonzo - Holiday,Jrue - Perkins,Kendrick",10.0,11.0
7311,201582 - 202337 - 203076 - 201569 - 202397,"Ajinca,Alexis - Babbitt,Luke - Davis,Anthony - Gordon,Eric - Smith,Ish",7.3,9.0
7312,201583 - 201967 - 203076 - 201569 - 201950,"Anderson,Ryan - Cunningham,Dante - Davis,Anthony - Gordon,Eric - Holiday,Jrue",8.1,11.0
7313,201583 - 201967 - 202087 - 201569 - 202397,"Anderson,Ryan - Cunningham,Dante - Gee,Alonzo - Gordon,Eric - Smith,Ish",10.5,10.9
7314,202337 - 201962 - 203516 - 202706 - 2570,"Babbitt,Luke - Douglas,Toney - Ennis,James - Hamilton,Jordan - Perkins,Kendrick",13.0,8.5
7315,201967 - 203076 - 201569 - 201950 - 2570,"Cunningham,Dante - Davis,Anthony - Gordon,Eric - Holiday,Jrue - Perkins,Kendrick",10.6,7.3
7316,201582 - 202337 - 203516 - 204025 - 202706,"Ajinca,Alexis - Babbitt,Luke - Ennis,James - Frazier,Tim - Hamilton,Jordan",8.2,7.0
7317,201583 - 202337 - 201962 - 202087 - 203111,"Anderson,Ryan - Babbitt,Luke - Douglas,Toney - Gee,Alonzo - Johnson,Orlando",9.0,12.5
7318,202708 - 201967 - 203076 - 1626214 - 2570,"Cole,Norris - Cunningham,Dante - Davis,Anthony - Dejean-Jones,Bryce - Perkins,Kendrick",7.0,5.0
7319,201582 - 201583 - 1626214 - 202087 - 201950,"Ajinca,Alexis - Anderson,Ryan - Dejean-Jones,Bryce - Gee,Alonzo - Holiday,Jrue",9.0,7.0
7320,201583 - 202337 - 203076 - 201950 - 203111,"Anderson,Ryan - Babbitt,Luke - Davis,Anthony - Holiday,Jrue - Johnson,Orlando",11.0,6.0
7321,201583 - 202708 - 203076 - 1626214 - 201950,"Anderson,Ryan - Cole,Norris - Davis,Anthony - Dejean-Jones,Bryce - Holiday,Jrue",8.0,8.5
7322,201583 - 202708 - 201936 - 202087 - 201950,"Anderson,Ryan - Cole,Norris - Evans,Tyreke - Gee,Alonzo - Holiday,Jrue",12.0,8.5
7323,201583 - 203076 - 201936 - 202087 - 201950,"Anderson,Ryan - Davis,Anthony - Evans,Tyreke - Gee,Alonzo - Holiday,Jrue",5.3,7.0
7324,201583 - 203076 - 201569 - 201950 - 202397,"Anderson,Ryan - Davis,Anthony - Gordon,Eric - Holiday,Jrue - Smith,Ish",9.3,10.7
7325,201583 - 201962 - 202087 - 201950 - 2570,"Anderson,Ryan - Douglas,Toney - Gee,Alonzo - Holiday,Jrue - Perkins,Kendrick",7.0,9.0
7326,201600 - 202337 - 201962 - 202087 - 201950,"Asik,Omer - Babbitt,Luke - Douglas,Toney - Gee,Alonzo - Holiday,Jrue",7.5,9.5
7327,202708 - 201967 - 203076 - 201950 - 2570,"Cole,Norris - Cunningham,Dante - Davis,Anthony - Holiday,Jrue - Perkins,Kendrick",8.0,7.0
7328,201582 - 201583 - 202337 - 201569 - 202397,"Ajinca,Alexis - Anderson,Ryan - Babbitt,Luke - Gordon,Eric - Smith,Ish",9.5,7.0
7329,201583 - 202337 - 201967 - 201569 - 202397,"Anderson,Ryan - Babbitt,Luke - Cunningham,Dante - Gordon,Eric - Smith,Ish",9.0,8.2
7330,201583 - 202337 - 203076 - 201962 - 201569,"Anderson,Ryan - Babbitt,Luke - Davis,Anthony - Douglas,Toney - Gordon,Eric",15.0,5.5
7331,201583 - 202708 - 201962 - 202087 - 201950,"Anderson,Ryan - Cole,Norris - Douglas,Toney - Gee,Alonzo - Holiday,Jrue",7.0,13.0
7332,201583 - 203076 - 201962 - 202087 - 201950,"Anderson,Ryan - Davis,Anthony - Douglas,Toney - Gee,Alonzo - Holiday,Jrue",7.6,8.9
7333,202337 - 201967 - 204025 - 202706 - 2570,"Babbitt,Luke - Cunningham,Dante - Frazier,Tim - Hamilton,Jordan - Perkins,Kendrick",8.2,9.4
7334,201582 - 201583 - 202087 - 101126 - 202397,"Ajinca,Alexis - Anderson,Ryan - Gee,Alonzo - Robinson,Nate - Smith,Ish",11.0,7.0
7335,201600 - 201967 - 203076 - 1626214 - 201950,"Asik,Omer - Cunningham,Dante - Davis,Anthony - Dejean-Jones,Bryce - Holiday,Jrue",8.0,9.0
7336,202337 - 201967 - 203076 - 202087 - 201950,"Babbitt,Luke - Cunningham,Dante - Davis,Anthony - Gee,Alonzo - Holiday,Jrue",9.5,8.5
7337,202337 - 201967 - 201962 - 203516 - 204025,"Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Ennis,James - Frazier,Tim",7.0,6.0
7338,202337 - 203076 - 201962 - 202087 - 201950,"Babbitt,Luke - Davis,Anthony - Douglas,Toney - Gee,Alonzo - Holiday,Jrue",7.5,6.0
7339,201582 - 201967 - 203516 - 204025 - 202706,"Ajinca,Alexis - Cunningham,Dante - Ennis,James - Frazier,Tim - Hamilton,Jordan",5.7,10.0
7340,201582 - 203516 - 204025 - 202706 - 2570,"Ajinca,Alexis - Ennis,James - Frazier,Tim - Hamilton,Jordan - Perkins,Kendrick",10.5,8.5
7341,201600 - 201967 - 201962 - 202087 - 201950,"Asik,Omer - Cunningham,Dante - Douglas,Toney - Gee,Alonzo - Holiday,Jrue",10.5,10.0
7342,201582 - 201583 - 201936 - 201569 - 201950,"Ajinca,Alexis - Anderson,Ryan - Evans,Tyreke - Gordon,Eric - Holiday,Jrue",7.0,8.0
7343,201583 - 201967 - 203076 - 201962 - 202397,"Anderson,Ryan - Cunningham,Dante - Davis,Anthony - Douglas,Toney - Smith,Ish",11.0,6.7
7344,201583 - 201967 - 201962 - 201950 - 2570,"Anderson,Ryan - Cunningham,Dante - Douglas,Toney - Holiday,Jrue - Perkins,Kendrick",6.5,11.5
7345,201583 - 203076 - 201936 - 202087 - 201569,"Anderson,Ryan - Davis,Anthony - Evans,Tyreke - Gee,Alonzo - Gordon,Eric",6.1,6.7
7346,201600 - 202337 - 201967 - 201962 - 202087,"Asik,Omer - Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Gee,Alonzo",8.5,7.0
7347,201600 - 202337 - 203516 - 204025 - 202706,"Asik,Omer - Babbitt,Luke - Ennis,James - Frazier,Tim - Hamilton,Jordan",8.5,8.0
7348,201582 - 202708 - 201967 - 201936 - 201950,"Ajinca,Alexis - Cole,Norris - Cunningham,Dante - Evans,Tyreke - Holiday,Jrue",5.5,5.5
7349,201582 - 202708 - 203076 - 202087 - 201950,"Ajinca,Alexis - Cole,Norris - Davis,Anthony - Gee,Alonzo - Holiday,Jrue",6.0,7.5
7350,201582 - 201583 - 202708 - 201967 - 201569,"Ajinca,Alexis - Anderson,Ryan - Cole,Norris - Cunningham,Dante - Gordon,Eric",8.0,7.7
7351,201582 - 201583 - 202708 - 202087 - 201950,"Ajinca,Alexis - Anderson,Ryan - Cole,Norris - Gee,Alonzo - Holiday,Jrue",4.8,7.7
7352,201582 - 203076 - 201962 - 202087 - 201950,"Ajinca,Alexis - Davis,Anthony - Douglas,Toney - Gee,Alonzo - Holiday,Jrue",5.5,6.0
7353,201583 - 203076 - 201936 - 201569 - 201950,"Anderson,Ryan - Davis,Anthony - Evans,Tyreke - Gordon,Eric - Holiday,Jrue",5.6,9.9
7354,201583 - 201600 - 1626214 - 201962 - 201950,"Anderson,Ryan - Asik,Omer - Dejean-Jones,Bryce - Douglas,Toney - Holiday,Jrue",6.5,6.5
7355,201583 - 202708 - 203076 - 201936 - 201569,"Anderson,Ryan - Cole,Norris - Davis,Anthony - Evans,Tyreke - Gordon,Eric",7.4,6.9
7356,201583 - 201967 - 203076 - 201936 - 201569,"Anderson,Ryan - Cunningham,Dante - Davis,Anthony - Evans,Tyreke - Gordon,Eric",8.6,6.0
7357,201582 - 201967 - 204025 - 202087 - 201950,"Ajinca,Alexis - Cunningham,Dante - Frazier,Tim - Gee,Alonzo - Holiday,Jrue",8.5,5.0
7358,201583 - 202708 - 201967 - 201569 - 2570,"Anderson,Ryan - Cole,Norris - Cunningham,Dante - Gordon,Eric - Perkins,Kendrick",6.5,5.0
7359,201583 - 202708 - 201962 - 202087 - 2570,"Anderson,Ryan - Cole,Norris - Douglas,Toney - Gee,Alonzo - Perkins,Kendrick",9.0,12.5
7360,201583 - 201967 - 201962 - 201569 - 202397,"Anderson,Ryan - Cunningham,Dante - Douglas,Toney - Gordon,Eric - Smith,Ish",8.0,7.7
7361,202337 - 201967 - 203076 - 201962 - 202087,"Babbitt,Luke - Cunningham,Dante - Davis,Anthony - Douglas,Toney - Gee,Alonzo",8.0,8.5
7362,201582 - 201583 - 202708 - 201967 - 201950,"Ajinca,Alexis - Anderson,Ryan - Cole,Norris - Cunningham,Dante - Holiday,Jrue",5.6,6.3
7363,201582 - 201583 - 201967 - 201962 - 201950,"Ajinca,Alexis - Anderson,Ryan - Cunningham,Dante - Douglas,Toney - Holiday,Jrue",6.5,7.7
7364,201582 - 201962 - 203516 - 204025 - 202706,"Ajinca,Alexis - Douglas,Toney - Ennis,James - Frazier,Tim - Hamilton,Jordan",2.5,7.0
7365,201583 - 201967 - 1626214 - 201962 - 201950,"Anderson,Ryan - Cunningham,Dante - Dejean-Jones,Bryce - Douglas,Toney - Holiday,Jrue",7.0,7.7
7366,201600 - 203076 - 202087 - 201569 - 202397,"Asik,Omer - Davis,Anthony - Gee,Alonzo - Gordon,Eric - Smith,Ish",7.8,5.3
7367,202337 - 201967 - 201962 - 204025 - 2570,"Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Frazier,Tim - Perkins,Kendrick",6.5,4.5
7368,202337 - 201962 - 204025 - 202706 - 2570,"Babbitt,Luke - Douglas,Toney - Frazier,Tim - Hamilton,Jordan - Perkins,Kendrick",4.6,9.3
7369,201582 - 201967 - 203076 - 201569 - 202397,"Ajinca,Alexis - Cunningham,Dante - Davis,Anthony - Gordon,Eric - Smith,Ish",7.7,8.0
7370,201583 - 201600 - 202708 - 201936 - 201569,"Anderson,Ryan - Asik,Omer - Cole,Norris - Evans,Tyreke - Gordon,Eric",4.6,4.3
7371,201583 - 201600 - 201962 - 202087 - 201950,"Anderson,Ryan - Asik,Omer - Douglas,Toney - Gee,Alonzo - Holiday,Jrue",5.0,5.5
7372,201583 - 202337 - 201967 - 201962 - 202397,"Anderson,Ryan - Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Smith,Ish",6.7,8.2
7373,201583 - 202708 - 203076 - 202087 - 201950,"Anderson,Ryan - Cole,Norris - Davis,Anthony - Gee,Alonzo - Holiday,Jrue",6.0,7.4
7374,201583 - 201967 - 203076 - 202087 - 201950,"Anderson,Ryan - Cunningham,Dante - Davis,Anthony - Gee,Alonzo - Holiday,Jrue",5.6,4.3
7375,201600 - 202337 - 201962 - 203516 - 204025,"Asik,Omer - Babbitt,Luke - Douglas,Toney - Ennis,James - Frazier,Tim",5.0,7.5
7376,201582 - 202337 - 201967 - 201962 - 201950,"Ajinca,Alexis - Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Holiday,Jrue",4.0,4.5
7377,201583 - 202337 - 201967 - 201950 - 202397,"Anderson,Ryan - Babbitt,Luke - Cunningham,Dante - Holiday,Jrue - Smith,Ish",9.0,5.5
7378,201583 - 202708 - 201967 - 201569 - 201950,"Anderson,Ryan - Cole,Norris - Cunningham,Dante - Gordon,Eric - Holiday,Jrue",5.6,6.4
7379,201583 - 202708 - 203076 - 1626214 - 202087,"Anderson,Ryan - Cole,Norris - Davis,Anthony - Dejean-Jones,Bryce - Gee,Alonzo",7.8,3.4
7380,201583 - 201967 - 203076 - 201950 - 202397,"Anderson,Ryan - Cunningham,Dante - Davis,Anthony - Holiday,Jrue - Smith,Ish",3.4,5.7
7381,201583 - 201967 - 201962 - 202087 - 202397,"Anderson,Ryan - Cunningham,Dante - Douglas,Toney - Gee,Alonzo - Smith,Ish",4.8,4.5
7382,201583 - 203076 - 201962 - 201569 - 202397,"Anderson,Ryan - Davis,Anthony - Douglas,Toney - Gordon,Eric - Smith,Ish",6.6,8.0
7383,201600 - 202708 - 203076 - 201936 - 201569,"Asik,Omer - Cole,Norris - Davis,Anthony - Evans,Tyreke - Gordon,Eric",5.0,3.5
7384,201600 - 202708 - 203076 - 201936 - 201950,"Asik,Omer - Cole,Norris - Davis,Anthony - Evans,Tyreke - Holiday,Jrue",4.6,10.3
7385,201967 - 203076 - 201962 - 201950 - 2570,"Cunningham,Dante - Davis,Anthony - Douglas,Toney - Holiday,Jrue - Perkins,Kendrick",5.6,5.3
7386,201582 - 202337 - 201967 - 201962 - 202087,"Ajinca,Alexis - Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Gee,Alonzo",5.0,5.7
7387,201600 - 201967 - 203076 - 202087 - 201950,"Asik,Omer - Cunningham,Dante - Davis,Anthony - Gee,Alonzo - Holiday,Jrue",7.5,3.5
7388,202708 - 201967 - 203076 - 201569 - 201950,"Cole,Norris - Cunningham,Dante - Davis,Anthony - Gordon,Eric - Holiday,Jrue",7.0,6.5
7389,201967 - 201962 - 204025 - 202087 - 2570,"Cunningham,Dante - Douglas,Toney - Frazier,Tim - Gee,Alonzo - Perkins,Kendrick",5.0,5.5
7390,201582 - 201583 - 201967 - 201962 - 201569,"Ajinca,Alexis - Anderson,Ryan - Cunningham,Dante - Douglas,Toney - Gordon,Eric",5.0,4.0
7391,201582 - 201967 - 201936 - 201569 - 201950,"Ajinca,Alexis - Cunningham,Dante - Evans,Tyreke - Gordon,Eric - Holiday,Jrue",7.0,7.5
7392,201582 - 203076 - 202087 - 201569 - 202397,"Ajinca,Alexis - Davis,Anthony - Gee,Alonzo - Gordon,Eric - Smith,Ish",1.6,5.3
7393,201583 - 202337 - 203076 - 202087 - 201950,"Anderson,Ryan - Babbitt,Luke - Davis,Anthony - Gee,Alonzo - Holiday,Jrue",7.5,7.0
7394,201600 - 202337 - 201967 - 203516 - 204025,"Asik,Omer - Babbitt,Luke - Cunningham,Dante - Ennis,James - Frazier,Tim",6.0,5.0
7395,201600 - 203076 - 201936 - 201569 - 201950,"Asik,Omer - Davis,Anthony - Evans,Tyreke - Gordon,Eric - Holiday,Jrue",4.6,8.4
7396,202337 - 201967 - 201962 - 204025 - 202706,"Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Frazier,Tim - Hamilton,Jordan",9.0,8.0
7397,201582 - 201583 - 202708 - 201936 - 201950,"Ajinca,Alexis - Anderson,Ryan - Cole,Norris - Evans,Tyreke - Holiday,Jrue",5.7,5.0
7398,201582 - 201583 - 201967 - 201962 - 202397,"Ajinca,Alexis - Anderson,Ryan - Cunningham,Dante - Douglas,Toney - Smith,Ish",9.6,5.3
7399,201582 - 202337 - 201967 - 201962 - 202706,"Ajinca,Alexis - Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Hamilton,Jordan",4.0,2.0
7400,201582 - 201967 - 203076 - 1626214 - 201950,"Ajinca,Alexis - Cunningham,Dante - Davis,Anthony - Dejean-Jones,Bryce - Holiday,Jrue",5.0,6.5
7401,201582 - 201967 - 202087 - 201569 - 201950,"Ajinca,Alexis - Cunningham,Dante - Gee,Alonzo - Gordon,Eric - Holiday,Jrue",7.5,2.5
7402,201583 - 202337 - 201967 - 203076 - 201950,"Anderson,Ryan - Babbitt,Luke - Cunningham,Dante - Davis,Anthony - Holiday,Jrue",3.5,6.5
7403,201583 - 202337 - 203076 - 201569 - 201950,"Anderson,Ryan - Babbitt,Luke - Davis,Anthony - Gordon,Eric - Holiday,Jrue",7.9,6.7
7404,201583 - 202337 - 201962 - 202087 - 202397,"Anderson,Ryan - Babbitt,Luke - Douglas,Toney - Gee,Alonzo - Smith,Ish",7.7,7.7
7405,201583 - 202708 - 201967 - 202087 - 201950,"Anderson,Ryan - Cole,Norris - Cunningham,Dante - Gee,Alonzo - Holiday,Jrue",5.5,6.0
7406,201583 - 201967 - 203076 - 201962 - 202087,"Anderson,Ryan - Cunningham,Dante - Davis,Anthony - Douglas,Toney - Gee,Alonzo",8.0,4.3
7407,201600 - 203076 - 201936 - 202087 - 201950,"Asik,Omer - Davis,Anthony - Evans,Tyreke - Gee,Alonzo - Holiday,Jrue",5.5,3.5
7408,202708 - 201967 - 203076 - 201936 - 202087,"Cole,Norris - Cunningham,Dante - Davis,Anthony - Evans,Tyreke - Gee,Alonzo",5.5,5.0
7409,201582 - 202337 - 201967 - 203516 - 204025,"Ajinca,Alexis - Babbitt,Luke - Cunningham,Dante - Ennis,James - Frazier,Tim",5.0,7.5
7410,201582 - 203076 - 201936 - 201569 - 201950,"Ajinca,Alexis - Davis,Anthony - Evans,Tyreke - Gordon,Eric - Holiday,Jrue",5.3,4.3
7411,201583 - 202337 - 203076 - 201962 - 202397,"Anderson,Ryan - Babbitt,Luke - Davis,Anthony - Douglas,Toney - Smith,Ish",3.6,4.6
7412,201583 - 202708 - 201967 - 201569 - 202397,"Anderson,Ryan - Cole,Norris - Cunningham,Dante - Gordon,Eric - Smith,Ish",6.0,5.0
7413,201600 - 201967 - 201962 - 204025 - 202087,"Asik,Omer - Cunningham,Dante - Douglas,Toney - Frazier,Tim - Gee,Alonzo",6.5,3.0
7414,201967 - 203076 - 202087 - 201569 - 201950,"Cunningham,Dante - Davis,Anthony - Gee,Alonzo - Gordon,Eric - Holiday,Jrue",5.0,4.0
7415,201967 - 203516 - 204025 - 202706 - 2570,"Cunningham,Dante - Ennis,James - Frazier,Tim - Hamilton,Jordan - Perkins,Kendrick",8.0,3.2
7416,201582 - 202708 - 201967 - 203076 - 201569,"Ajinca,Alexis - Cole,Norris - Cunningham,Dante - Davis,Anthony - Gordon,Eric",9.0,5.5
7417,201582 - 201967 - 201962 - 202087 - 201950,"Ajinca,Alexis - Cunningham,Dante - Douglas,Toney - Gee,Alonzo - Holiday,Jrue",4.5,1.0
7418,201583 - 202708 - 201967 - 203076 - 201936,"Anderson,Ryan - Cole,Norris - Cunningham,Dante - Davis,Anthony - Evans,Tyreke",5.6,4.0
7419,201583 - 203076 - 202087 - 201569 - 201950,"Anderson,Ryan - Davis,Anthony - Gee,Alonzo - Gordon,Eric - Holiday,Jrue",5.3,4.7
7420,201600 - 201967 - 203076 - 201569 - 201950,"Asik,Omer - Cunningham,Dante - Davis,Anthony - Gordon,Eric - Holiday,Jrue",3.7,4.0
7421,201967 - 201962 - 203516 - 204025 - 2570,"Cunningham,Dante - Douglas,Toney - Ennis,James - Frazier,Tim - Perkins,Kendrick",5.5,5.0
7422,201582 - 201583 - 201967 - 201569 - 201950,"Ajinca,Alexis - Anderson,Ryan - Cunningham,Dante - Gordon,Eric - Holiday,Jrue",6.8,4.0
7423,201582 - 201583 - 202087 - 201569 - 201950,"Ajinca,Alexis - Anderson,Ryan - Gee,Alonzo - Gordon,Eric - Holiday,Jrue",5.4,7.2
7424,201583 - 201600 - 201967 - 201569 - 201950,"Anderson,Ryan - Asik,Omer - Cunningham,Dante - Gordon,Eric - Holiday,Jrue",4.0,6.0
7425,201583 - 202337 - 201962 - 202087 - 201950,"Anderson,Ryan - Babbitt,Luke - Douglas,Toney - Gee,Alonzo - Holiday,Jrue",5.0,1.5
7426,201600 - 202337 - 201967 - 201962 - 202397,"Asik,Omer - Babbitt,Luke - Cunningham,Dante - Douglas,Toney - Smith,Ish",3.5,3.0
7427,202708 - 201967 - 203076 - 201936 - 202397,"Cole,Norris - Cunningham,Dante - Davis,Anthony - Evans,Tyreke - Smith,Ish",6.0,7.5
7428,201582 - 201583 - 202708 - 201967 - 202397,"Ajinca,Alexis - Anderson,Ryan - Cole,Norris - Cunningham,Dante - Smith,Ish",1.0,3.0
7429,201582 - 202337 - 201962 - 203516 - 204025,"Ajinca,Alexis - Babbitt,Luke - Douglas,Toney - Ennis,James - Frazier,Tim",5.0,6.0
7430,201582 - 202337 - 201962 - 202087 - 201950,"Ajinca,Alexis - Babbitt,Luke - Douglas,Toney - Gee,Alonzo - Holiday,Jrue",3.0,2.5
7431,201582 - 202708 - 203076 - 201936 - 201569,"Ajinca,Alexis - Cole,Norris - Davis,Anthony - Evans,Tyreke - Gordon,Eric",4.5,7.0
7432,201583 - 201600 - 202708 - 201936 - 201950,"Anderson,Ryan - Asik,Omer - Cole,Norris - Evans,Tyreke - Holiday,Jrue",5.1,5.8
7433,201583 - 201600 - 202708 - 202087 - 201950,"Anderson,Ryan - Asik,Omer - Cole,Norris - Gee,Alonzo - Holiday,Jrue",4.5,5.0
7434,201583 - 201967 - 203076 - 201936 - 201950,"Anderson,Ryan - Cunningham,Dante - Davis,Anthony - Evans,Tyreke - Holiday,Jrue",3.0,4.8
7435,201600 - 202708 - 203076 - 201569 - 201950,"Asik,Omer - Cole,Norris - Davis,Anthony - Gordon,Eric - Holiday,Jrue",3.8,2.3
7436,201582 - 201583 - 202708 - 201962 - 202087,"Ajinca,Alexis - Anderson,Ryan - Cole,Norris - Douglas,Toney - Gee,Alonzo",5.3,4.0
7437,201582 - 201600 - 201967 - 201962 - 204025,"Ajinca,Alexis - Asik,Omer - Cunningham,Dante - Douglas,Toney - Frazier,Tim",5.3,3.3
7438,201582 - 202708 - 201967 - 201569 - 201950,"Ajinca,Alexis - Cole,Norris - Cunningham,Dante - Gordon,Eric - Holiday,Jrue",4.5,3.0
7439,201583 - 202708 - 203076 - 201936 - 202087,"Anderson,Ryan - Cole,Norris - Davis,Anthony - Evans,Tyreke - Gee,Alonzo",4.3,4.6
7440,201583 - 203076 - 201962 - 202087 - 201569,"Anderson,Ryan - Davis,Anthony - Douglas,Toney - Gee,Alonzo - Gordon,Eric",2.7,5.0
7441,201967 - 203076 - 201936 - 202087 - 201569,"Cunningham,Dante - Davis,Anthony - Evans,Tyreke - Gee,Alonzo - Gordon,Eric",5.0,2.3
7442,201582 - 201583 - 201967 - 201569 - 202397,"Ajinca,Alexis - Anderson,Ryan - Cunningham,Dante - Gordon,Eric - Smith,Ish",6.0,4.3
