,lineup_ids,lineup_names,points_allowed,points_scored
152,203099 - 203898 - 203996 - 203948 - 203101,"Cunningham,Jared - Ennis,Tyler - Inglis,Damien - O'Bryant III,Johnny - Plumlee,Miles",2.0,5.0
153,203089 - 201564 - 203114 - 203953 - 1626173,"Henson,John - Mayo,O.J. - Middleton,Khris - Parker,Jabari - Vaughn,Rashad",6.5,6.5
154,203507 - 201573 - 203487 - 201564 - 202328,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Mayo,O.J. - Monroe,Greg",5.0,5.0
155,203507 - 201573 - 203089 - 202349 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Vasquez,Greivis - Vaughn,Rashad",6.0,0.0
156,203507 - 201573 - 201564 - 202328 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Mayo,O.J. - Monroe,Greg - Vaughn,Rashad",7.2,5.0
157,203507 - 201573 - 203114 - 202328 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Middleton,Khris - Monroe,Greg - Vaughn,Rashad",5.2,5.9
158,203507 - 201573 - 203948 - 203953 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - O'Bryant III,Johnny - Parker,Jabari - Vaughn,Rashad",8.0,6.0
159,203507 - 203487 - 203898 - 203114 - 202328,"Antetokounmpo,Giannis - Carter-Williams,Michael - Ennis,Tyler - Middleton,Khris - Monroe,Greg",3.0,2.0
160,201573 - 203099 - 203089 - 203996 - 203953,"Bayless,Jerryd - Cunningham,Jared - Henson,John - Inglis,Damien - Parker,Jabari",5.0,3.0
161,201573 - 203089 - 203996 - 203948 - 202349,"Bayless,Jerryd - Henson,John - Inglis,Damien - O'Bryant III,Johnny - Vasquez,Greivis",7.0,4.0
162,203487 - 203089 - 201564 - 203114 - 1626173,"Carter-Williams,Michael - Henson,John - Mayo,O.J. - Middleton,Khris - Vaughn,Rashad",8.0,7.0
163,203089 - 203114 - 203948 - 202349 - 1626173,"Henson,John - Middleton,Khris - O'Bryant III,Johnny - Vasquez,Greivis - Vaughn,Rashad",1.0,9.0
164,203507 - 201573 - 203487 - 202328 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Monroe,Greg - Vaughn,Rashad",4.3,5.3
165,203507 - 201573 - 203114 - 202328 - 203948,"Antetokounmpo,Giannis - Bayless,Jerryd - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny",5.8,5.5
166,203507 - 203487 - 203142 - 203114 - 202328,"Antetokounmpo,Giannis - Carter-Williams,Michael - Copeland,Chris - Middleton,Khris - Monroe,Greg",8.0,4.5
167,201573 - 203114 - 202328 - 203953 - 1626173,"Bayless,Jerryd - Middleton,Khris - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",7.0,4.7
168,203487 - 203089 - 201564 - 203948 - 1626173,"Carter-Williams,Michael - Henson,John - Mayo,O.J. - O'Bryant III,Johnny - Vaughn,Rashad",4.7,6.0
169,203898 - 203996 - 203953 - 203101 - 1626173,"Ennis,Tyler - Inglis,Damien - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",3.5,2.5
170,203507 - 203487 - 201564 - 202328 - 203953,"Antetokounmpo,Giannis - Carter-Williams,Michael - Mayo,O.J. - Monroe,Greg - Parker,Jabari",3.4,6.0
171,203507 - 203898 - 203114 - 203948 - 203101,"Antetokounmpo,Giannis - Ennis,Tyler - Middleton,Khris - O'Bryant III,Johnny - Plumlee,Miles",3.5,6.5
172,203507 - 203089 - 203948 - 202349 - 1626173,"Antetokounmpo,Giannis - Henson,John - O'Bryant III,Johnny - Vasquez,Greivis - Vaughn,Rashad",6.0,5.5
173,203487 - 203089 - 201564 - 203953 - 1626173,"Carter-Williams,Michael - Henson,John - Mayo,O.J. - Parker,Jabari - Vaughn,Rashad",4.0,3.5
174,203507 - 203487 - 203089 - 203114 - 1626173,"Antetokounmpo,Giannis - Carter-Williams,Michael - Henson,John - Middleton,Khris - Vaughn,Rashad",3.5,5.0
175,203507 - 203898 - 203089 - 203953 - 1626173,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Parker,Jabari - Vaughn,Rashad",3.2,5.4
176,203487 - 203089 - 203114 - 203948 - 203953,"Carter-Williams,Michael - Henson,John - Middleton,Khris - O'Bryant III,Johnny - Parker,Jabari",6.5,5.3
177,203507 - 201573 - 203953 - 203101 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",5.6,1.3
178,201573 - 201564 - 202328 - 203953 - 1626173,"Bayless,Jerryd - Mayo,O.J. - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",4.5,6.0
179,203487 - 203114 - 202328 - 203953 - 1626173,"Carter-Williams,Michael - Middleton,Khris - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",4.9,4.9
180,203507 - 201573 - 203487 - 203089 - 203953,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Henson,John - Parker,Jabari",2.0,2.5
181,203507 - 201573 - 203089 - 203114 - 202328,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Middleton,Khris - Monroe,Greg",4.0,8.0
182,203507 - 201573 - 203089 - 203114 - 203953,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Middleton,Khris - Parker,Jabari",3.4,4.4
183,203507 - 203898 - 203089 - 203114 - 202328,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Middleton,Khris - Monroe,Greg",4.5,3.0
184,203507 - 203898 - 203948 - 203101 - 202349,"Antetokounmpo,Giannis - Ennis,Tyler - O'Bryant III,Johnny - Plumlee,Miles - Vasquez,Greivis",6.0,2.0
185,203507 - 201564 - 203114 - 202328 - 203948,"Antetokounmpo,Giannis - Mayo,O.J. - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny",4.5,5.0
186,203507 - 203114 - 202328 - 203948 - 202349,"Antetokounmpo,Giannis - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny - Vasquez,Greivis",5.1,4.3
187,203507 - 203953 - 203101 - 202349 - 1626173,"Antetokounmpo,Giannis - Parker,Jabari - Plumlee,Miles - Vasquez,Greivis - Vaughn,Rashad",2.5,1.5
188,203487 - 201564 - 203114 - 202328 - 203948,"Carter-Williams,Michael - Mayo,O.J. - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny",3.2,5.6
189,203142 - 203898 - 203996 - 203101 - 1626173,"Copeland,Chris - Ennis,Tyler - Inglis,Damien - Plumlee,Miles - Vaughn,Rashad",5.3,3.0
190,203507 - 201573 - 203898 - 203953 - 203101,"Antetokounmpo,Giannis - Bayless,Jerryd - Ennis,Tyler - Parker,Jabari - Plumlee,Miles",5.5,3.0
191,203507 - 201573 - 203089 - 203948 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - O'Bryant III,Johnny - Vaughn,Rashad",6.3,4.3
192,203507 - 203487 - 203089 - 203114 - 203948,"Antetokounmpo,Giannis - Carter-Williams,Michael - Henson,John - Middleton,Khris - O'Bryant III,Johnny",4.8,4.4
193,203507 - 203089 - 203114 - 203948 - 1626173,"Antetokounmpo,Giannis - Henson,John - Middleton,Khris - O'Bryant III,Johnny - Vaughn,Rashad",2.0,7.5
194,201573 - 203089 - 203114 - 203948 - 1626173,"Bayless,Jerryd - Henson,John - Middleton,Khris - O'Bryant III,Johnny - Vaughn,Rashad",2.7,2.7
195,203487 - 203089 - 201564 - 203114 - 203948,"Carter-Williams,Michael - Henson,John - Mayo,O.J. - Middleton,Khris - O'Bryant III,Johnny",4.5,4.5
196,203487 - 203114 - 202328 - 203948 - 1626173,"Carter-Williams,Michael - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny - Vaughn,Rashad",3.5,6.5
197,203898 - 203996 - 203948 - 203101 - 1626173,"Ennis,Tyler - Inglis,Damien - O'Bryant III,Johnny - Plumlee,Miles - Vaughn,Rashad",3.8,3.3
198,203507 - 201573 - 203114 - 203101 - 202349,"Antetokounmpo,Giannis - Bayless,Jerryd - Middleton,Khris - Plumlee,Miles - Vasquez,Greivis",9.0,1.0
199,203507 - 203898 - 203089 - 202328 - 1626173,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Monroe,Greg - Vaughn,Rashad",5.4,4.7
200,203507 - 203898 - 203996 - 203114 - 202328,"Antetokounmpo,Giannis - Ennis,Tyler - Inglis,Damien - Middleton,Khris - Monroe,Greg",3.0,4.0
201,203487 - 203114 - 203953 - 203101 - 1626173,"Carter-Williams,Michael - Middleton,Khris - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",7.5,4.5
202,203898 - 203089 - 201564 - 203948 - 1626173,"Ennis,Tyler - Henson,John - Mayo,O.J. - O'Bryant III,Johnny - Vaughn,Rashad",5.0,5.5
203,203507 - 201573 - 203099 - 202328 - 203953,"Antetokounmpo,Giannis - Bayless,Jerryd - Cunningham,Jared - Monroe,Greg - Parker,Jabari",5.5,4.0
204,203507 - 201573 - 203898 - 202328 - 203953,"Antetokounmpo,Giannis - Bayless,Jerryd - Ennis,Tyler - Monroe,Greg - Parker,Jabari",6.5,2.5
205,203507 - 201573 - 203089 - 201564 - 203114,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Mayo,O.J. - Middleton,Khris",3.0,2.4
206,203507 - 201573 - 203089 - 203953 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Henson,John - Parker,Jabari - Vaughn,Rashad",1.0,2.0
207,203507 - 203089 - 201564 - 203948 - 1626173,"Antetokounmpo,Giannis - Henson,John - Mayo,O.J. - O'Bryant III,Johnny - Vaughn,Rashad",4.0,1.3
208,203507 - 203089 - 203114 - 203953 - 202349,"Antetokounmpo,Giannis - Henson,John - Middleton,Khris - Parker,Jabari - Vasquez,Greivis",4.0,4.0
209,201573 - 203898 - 203114 - 203948 - 203101,"Bayless,Jerryd - Ennis,Tyler - Middleton,Khris - O'Bryant III,Johnny - Plumlee,Miles",5.4,3.7
210,201573 - 203114 - 203953 - 203101 - 1626173,"Bayless,Jerryd - Middleton,Khris - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",3.2,3.0
211,201564 - 203114 - 203953 - 203101 - 1626173,"Mayo,O.J. - Middleton,Khris - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",2.5,4.0
212,203507 - 201573 - 203487 - 203089 - 203114,"Antetokounmpo,Giannis - Bayless,Jerryd - Carter-Williams,Michael - Henson,John - Middleton,Khris",4.6,4.3
213,203507 - 201573 - 203898 - 202328 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Ennis,Tyler - Monroe,Greg - Vaughn,Rashad",5.7,2.0
214,203507 - 201573 - 201564 - 202328 - 203948,"Antetokounmpo,Giannis - Bayless,Jerryd - Mayo,O.J. - Monroe,Greg - O'Bryant III,Johnny",5.7,4.0
215,203507 - 203898 - 203089 - 203101 - 1626173,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Plumlee,Miles - Vaughn,Rashad",2.0,3.0
216,201573 - 203487 - 203114 - 203948 - 203101,"Bayless,Jerryd - Carter-Williams,Michael - Middleton,Khris - O'Bryant III,Johnny - Plumlee,Miles",4.0,4.0
217,201573 - 203089 - 203114 - 203948 - 203953,"Bayless,Jerryd - Henson,John - Middleton,Khris - O'Bryant III,Johnny - Parker,Jabari",4.0,4.2
218,203898 - 203948 - 203953 - 203101 - 1626173,"Ennis,Tyler - O'Bryant III,Johnny - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",4.6,2.3
219,203507 - 203898 - 203089 - 203114 - 203948,"Antetokounmpo,Giannis - Ennis,Tyler - Henson,John - Middleton,Khris - O'Bryant III,Johnny",5.7,2.0
220,203507 - 203089 - 201564 - 203114 - 1626173,"Antetokounmpo,Giannis - Henson,John - Mayo,O.J. - Middleton,Khris - Vaughn,Rashad",3.0,6.0
221,203487 - 203089 - 203948 - 203953 - 1626173,"Carter-Williams,Michael - Henson,John - O'Bryant III,Johnny - Parker,Jabari - Vaughn,Rashad",5.0,1.7
222,203898 - 203089 - 203114 - 203953 - 203101,"Ennis,Tyler - Henson,John - Middleton,Khris - Parker,Jabari - Plumlee,Miles",3.6,2.3
223,203507 - 203487 - 201564 - 203953 - 203101,"Antetokounmpo,Giannis - Carter-Williams,Michael - Mayo,O.J. - Parker,Jabari - Plumlee,Miles",3.7,3.0
224,201573 - 203114 - 203948 - 203101 - 202349,"Bayless,Jerryd - Middleton,Khris - O'Bryant III,Johnny - Plumlee,Miles - Vasquez,Greivis",2.2,3.0
225,201573 - 203948 - 203953 - 203101 - 1626173,"Bayless,Jerryd - O'Bryant III,Johnny - Parker,Jabari - Plumlee,Miles - Vaughn,Rashad",2.0,1.0
226,201564 - 203114 - 202328 - 203953 - 1626173,"Mayo,O.J. - Middleton,Khris - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",3.2,5.0
227,203507 - 203487 - 203089 - 201564 - 203953,"Antetokounmpo,Giannis - Carter-Williams,Michael - Henson,John - Mayo,O.J. - Parker,Jabari",3.5,1.0
228,203507 - 203487 - 203089 - 201564 - 1626173,"Antetokounmpo,Giannis - Carter-Williams,Michael - Henson,John - Mayo,O.J. - Vaughn,Rashad",4.5,1.0
229,203507 - 203487 - 201564 - 203114 - 203953,"Antetokounmpo,Giannis - Carter-Williams,Michael - Mayo,O.J. - Middleton,Khris - Parker,Jabari",4.8,2.3
230,203507 - 203089 - 203114 - 203948 - 202349,"Antetokounmpo,Giannis - Henson,John - Middleton,Khris - O'Bryant III,Johnny - Vasquez,Greivis",3.0,3.0
231,203507 - 201564 - 203114 - 202328 - 1626173,"Antetokounmpo,Giannis - Mayo,O.J. - Middleton,Khris - Monroe,Greg - Vaughn,Rashad",3.4,3.7
232,201573 - 203487 - 203089 - 201564 - 203114,"Bayless,Jerryd - Carter-Williams,Michael - Henson,John - Mayo,O.J. - Middleton,Khris",5.0,3.5
233,201573 - 203089 - 201564 - 203114 - 203953,"Bayless,Jerryd - Henson,John - Mayo,O.J. - Middleton,Khris - Parker,Jabari",2.5,3.5
234,203898 - 203114 - 203948 - 203101 - 1626173,"Ennis,Tyler - Middleton,Khris - O'Bryant III,Johnny - Plumlee,Miles - Vaughn,Rashad",3.0,4.5
235,203089 - 201564 - 203114 - 203948 - 1626173,"Henson,John - Mayo,O.J. - Middleton,Khris - O'Bryant III,Johnny - Vaughn,Rashad",3.0,0.7
236,203507 - 201573 - 202328 - 203953 - 1626173,"Antetokounmpo,Giannis - Bayless,Jerryd - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",3.7,2.9
237,203507 - 203487 - 203089 - 203953 - 1626173,"Antetokounmpo,Giannis - Carter-Williams,Michael - Henson,John - Parker,Jabari - Vaughn,Rashad",2.5,3.0
238,201573 - 203898 - 203948 - 203953 - 203101,"Bayless,Jerryd - Ennis,Tyler - O'Bryant III,Johnny - Parker,Jabari - Plumlee,Miles",5.0,3.0
239,201573 - 203089 - 203114 - 203953 - 1626173,"Bayless,Jerryd - Henson,John - Middleton,Khris - Parker,Jabari - Vaughn,Rashad",1.5,1.5
240,203898 - 203089 - 203114 - 203101 - 1626173,"Ennis,Tyler - Henson,John - Middleton,Khris - Plumlee,Miles - Vaughn,Rashad",2.0,2.0
241,203507 - 201564 - 202328 - 203953 - 1626173,"Antetokounmpo,Giannis - Mayo,O.J. - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",2.7,3.7
242,203507 - 203114 - 202328 - 203953 - 202349,"Antetokounmpo,Giannis - Middleton,Khris - Monroe,Greg - Parker,Jabari - Vasquez,Greivis",2.4,2.7
243,201573 - 203487 - 203114 - 202328 - 203948,"Bayless,Jerryd - Carter-Williams,Michael - Middleton,Khris - Monroe,Greg - O'Bryant III,Johnny",4.3,2.0
244,203507 - 201573 - 201564 - 203114 - 203101,"Antetokounmpo,Giannis - Bayless,Jerryd - Mayo,O.J. - Middleton,Khris - Plumlee,Miles",3.6,1.3
245,201573 - 201564 - 203114 - 203953 - 203101,"Bayless,Jerryd - Mayo,O.J. - Middleton,Khris - Parker,Jabari - Plumlee,Miles",3.3,1.0
246,203487 - 202328 - 203948 - 203953 - 1626173,"Carter-Williams,Michael - Monroe,Greg - O'Bryant III,Johnny - Parker,Jabari - Vaughn,Rashad",2.4,0.7
247,203507 - 203487 - 202328 - 203953 - 1626173,"Antetokounmpo,Giannis - Carter-Williams,Michael - Monroe,Greg - Parker,Jabari - Vaughn,Rashad",3.4,1.6
248,203507 - 203099 - 203898 - 203089 - 203101,"Antetokounmpo,Giannis - Cunningham,Jared - Ennis,Tyler - Henson,John - Plumlee,Miles",2.0,2.0
249,203507 - 203487 - 202328 - 203948 - 1626173,"Antetokounmpo,Giannis - Carter-Williams,Michael - Monroe,Greg - O'Bryant III,Johnny - Vaughn,Rashad",2.3,1.3
250,101106 - 201939 - 201575 - 201574 - 202691,"Bogut,Andrew - Curry,Stephen - Rush,Brandon - Thompson,Jason - Thompson,Klay",26.0,29.0
251,203084 - 201939 - 203105 - 203110 - 201575,"Barnes,Harrison - Curry,Stephen - Ezeli,Festus - Green,Draymond - Rush,Brandon",32.0,24.0
252,203084 - 101106 - 201939 - 203110 - 202691,"Barnes,Harrison - Bogut,Andrew - Curry,Stephen - Green,Draymond - Thompson,Klay",23.0,26.2
253,101106 - 203110 - 2733 - 201575 - 202691,"Bogut,Andrew - Green,Draymond - Livingston,Shaun - Rush,Brandon - Thompson,Klay",22.0,14.7
254,203084 - 201939 - 203105 - 203110 - 202691,"Barnes,Harrison - Curry,Stephen - Ezeli,Festus - Green,Draymond - Thompson,Klay",19.5,20.9
255,101106 - 201939 - 203110 - 201575 - 202691,"Bogut,Andrew - Curry,Stephen - Green,Draymond - Rush,Brandon - Thompson,Klay",17.3,19.9
256,203546 - 2733 - 203949 - 201574 - 202691,"Clark,Ian - Livingston,Shaun - McAdoo,James Michael - Thompson,Jason - Thompson,Klay",22.0,24.0
257,201939 - 203105 - 203110 - 201575 - 202691,"Curry,Stephen - Ezeli,Festus - Green,Draymond - Rush,Brandon - Thompson,Klay",11.8,17.4
258,101106 - 203546 - 201939 - 203110 - 201575,"Bogut,Andrew - Clark,Ian - Curry,Stephen - Green,Draymond - Rush,Brandon",13.0,12.0
259,203546 - 2738 - 2733 - 201578 - 201574,"Clark,Ian - Iguodala,Andre - Livingston,Shaun - Speights,Marreese - Thompson,Jason",19.0,9.0
260,101106 - 203546 - 203110 - 2738 - 202691,"Bogut,Andrew - Clark,Ian - Green,Draymond - Iguodala,Andre - Thompson,Klay",12.6,12.3
261,203084 - 101106 - 203110 - 2733 - 202691,"Barnes,Harrison - Bogut,Andrew - Green,Draymond - Livingston,Shaun - Thompson,Klay",10.5,11.5
262,203084 - 203546 - 2738 - 201575 - 201578,"Barnes,Harrison - Clark,Ian - Iguodala,Andre - Rush,Brandon - Speights,Marreese",9.0,6.0
263,2571 - 203084 - 101106 - 2738 - 2733,"Barbosa,Leandro - Barnes,Harrison - Bogut,Andrew - Iguodala,Andre - Livingston,Shaun",5.7,10.0
264,203546 - 203949 - 201575 - 201578 - 201574,"Clark,Ian - McAdoo,James Michael - Rush,Brandon - Speights,Marreese - Thompson,Jason",10.3,9.0
265,203084 - 201939 - 203110 - 203949 - 202691,"Barnes,Harrison - Curry,Stephen - Green,Draymond - McAdoo,James Michael - Thompson,Klay",13.4,13.0
266,101106 - 203546 - 203110 - 2733 - 202691,"Bogut,Andrew - Clark,Ian - Green,Draymond - Livingston,Shaun - Thompson,Klay",13.0,11.0
267,2571 - 203084 - 203546 - 201578 - 202691,"Barbosa,Leandro - Barnes,Harrison - Clark,Ian - Speights,Marreese - Thompson,Klay",11.0,9.0
268,203084 - 201939 - 203110 - 2738 - 202691,"Barnes,Harrison - Curry,Stephen - Green,Draymond - Iguodala,Andre - Thompson,Klay",10.1,14.6
269,203084 - 101106 - 203546 - 2738 - 2733,"Barnes,Harrison - Bogut,Andrew - Clark,Ian - Iguodala,Andre - Livingston,Shaun",8.0,9.0
270,2571 - 203084 - 2738 - 2733 - 203949,"Barbosa,Leandro - Barnes,Harrison - Iguodala,Andre - Livingston,Shaun - McAdoo,James Michael",6.5,11.0
271,2571 - 203546 - 2733 - 201575 - 201574,"Barbosa,Leandro - Clark,Ian - Livingston,Shaun - Rush,Brandon - Thompson,Jason",10.0,7.0
272,2571 - 203546 - 201575 - 201578 - 201574,"Barbosa,Leandro - Clark,Ian - Rush,Brandon - Speights,Marreese - Thompson,Jason",10.9,9.7
273,2571 - 201939 - 203110 - 2733 - 2760,"Barbosa,Leandro - Curry,Stephen - Green,Draymond - Livingston,Shaun - Varejao,Anderson",9.4,10.2
274,203546 - 203105 - 2738 - 2733 - 201575,"Clark,Ian - Ezeli,Festus - Iguodala,Andre - Livingston,Shaun - Rush,Brandon",13.0,9.3
275,2571 - 203105 - 2738 - 2733 - 201578,"Barbosa,Leandro - Ezeli,Festus - Iguodala,Andre - Livingston,Shaun - Speights,Marreese",8.6,9.5
276,203546 - 203110 - 2738 - 2733 - 202691,"Clark,Ian - Green,Draymond - Iguodala,Andre - Livingston,Shaun - Thompson,Klay",4.0,2.0
277,2571 - 203084 - 203105 - 2738 - 2733,"Barbosa,Leandro - Barnes,Harrison - Ezeli,Festus - Iguodala,Andre - Livingston,Shaun",8.4,7.7
278,203546 - 2738 - 2733 - 203949 - 201578,"Clark,Ian - Iguodala,Andre - Livingston,Shaun - McAdoo,James Michael - Speights,Marreese",9.0,9.0
279,203546 - 2733 - 203949 - 201575 - 201574,"Clark,Ian - Livingston,Shaun - McAdoo,James Michael - Rush,Brandon - Thompson,Jason",7.0,6.0
280,2571 - 203546 - 201939 - 203110 - 2738,"Barbosa,Leandro - Clark,Ian - Curry,Stephen - Green,Draymond - Iguodala,Andre",7.0,10.0
281,101106 - 203110 - 2738 - 2733 - 202691,"Bogut,Andrew - Green,Draymond - Iguodala,Andre - Livingston,Shaun - Thompson,Klay",8.5,8.6
282,203546 - 2738 - 2733 - 203949 - 201575,"Clark,Ian - Iguodala,Andre - Livingston,Shaun - McAdoo,James Michael - Rush,Brandon",6.0,4.0
283,203084 - 201939 - 203110 - 201575 - 202691,"Barnes,Harrison - Curry,Stephen - Green,Draymond - Rush,Brandon - Thompson,Klay",7.7,9.7
284,203546 - 203110 - 2733 - 201578 - 202691,"Clark,Ian - Green,Draymond - Livingston,Shaun - Speights,Marreese - Thompson,Klay",10.5,11.0
285,201939 - 203105 - 203110 - 2738 - 2733,"Curry,Stephen - Ezeli,Festus - Green,Draymond - Iguodala,Andre - Livingston,Shaun",7.4,10.8
286,203084 - 203546 - 203105 - 2738 - 2733,"Barnes,Harrison - Clark,Ian - Ezeli,Festus - Iguodala,Andre - Livingston,Shaun",7.3,6.0
287,203084 - 203546 - 2738 - 2733 - 201578,"Barnes,Harrison - Clark,Ian - Iguodala,Andre - Livingston,Shaun - Speights,Marreese",8.3,7.8
288,203546 - 203110 - 2733 - 202691 - 2760,"Clark,Ian - Green,Draymond - Livingston,Shaun - Thompson,Klay - Varejao,Anderson",5.0,8.0
289,201939 - 203105 - 203110 - 2738 - 202691,"Curry,Stephen - Ezeli,Festus - Green,Draymond - Iguodala,Andre - Thompson,Klay",7.6,9.9
290,2571 - 203084 - 101106 - 203546 - 2738,"Barbosa,Leandro - Barnes,Harrison - Bogut,Andrew - Clark,Ian - Iguodala,Andre",10.0,6.0
291,2571 - 203084 - 203546 - 203105 - 201575,"Barbosa,Leandro - Barnes,Harrison - Clark,Ian - Ezeli,Festus - Rush,Brandon",6.0,9.0
292,2571 - 203546 - 1626172 - 201575 - 201574,"Barbosa,Leandro - Clark,Ian - Looney,Kevon - Rush,Brandon - Thompson,Jason",12.0,7.0
293,203084 - 203546 - 201575 - 201578 - 201574,"Barnes,Harrison - Clark,Ian - Rush,Brandon - Speights,Marreese - Thompson,Jason",11.0,8.0
294,203084 - 201939 - 2738 - 201575 - 201578,"Barnes,Harrison - Curry,Stephen - Iguodala,Andre - Rush,Brandon - Speights,Marreese",13.0,7.0
295,2571 - 203084 - 203546 - 2733 - 201578,"Barbosa,Leandro - Barnes,Harrison - Clark,Ian - Livingston,Shaun - Speights,Marreese",6.4,4.8
296,2571 - 203084 - 2738 - 2733 - 201578,"Barbosa,Leandro - Barnes,Harrison - Iguodala,Andre - Livingston,Shaun - Speights,Marreese",7.6,7.1
297,2571 - 203546 - 2738 - 2733 - 201578,"Barbosa,Leandro - Clark,Ian - Iguodala,Andre - Livingston,Shaun - Speights,Marreese",8.0,8.0
298,2571 - 203546 - 203949 - 201575 - 201574,"Barbosa,Leandro - Clark,Ian - McAdoo,James Michael - Rush,Brandon - Thompson,Jason",8.6,6.3
299,2571 - 203105 - 2738 - 2733 - 201574,"Barbosa,Leandro - Ezeli,Festus - Iguodala,Andre - Livingston,Shaun - Thompson,Jason",6.5,6.0
300,203084 - 101106 - 2738 - 201578 - 202691,"Barnes,Harrison - Bogut,Andrew - Iguodala,Andre - Speights,Marreese - Thompson,Klay",11.0,6.0
301,101106 - 201939 - 203110 - 2738 - 2733,"Bogut,Andrew - Curry,Stephen - Green,Draymond - Iguodala,Andre - Livingston,Shaun",7.7,6.4
302,203546 - 201939 - 203110 - 201575 - 202691,"Clark,Ian - Curry,Stephen - Green,Draymond - Rush,Brandon - Thompson,Klay",14.0,13.0
303,2571 - 203084 - 2733 - 201578 - 202691,"Barbosa,Leandro - Barnes,Harrison - Livingston,Shaun - Speights,Marreese - Thompson,Klay",7.6,6.8
304,2571 - 201939 - 203110 - 2733 - 201578,"Barbosa,Leandro - Curry,Stephen - Green,Draymond - Livingston,Shaun - Speights,Marreese",6.3,10.6
305,2571 - 2738 - 2733 - 201575 - 201578,"Barbosa,Leandro - Iguodala,Andre - Livingston,Shaun - Rush,Brandon - Speights,Marreese",7.6,6.8
306,203084 - 101106 - 201939 - 203110 - 2733,"Barnes,Harrison - Bogut,Andrew - Curry,Stephen - Green,Draymond - Livingston,Shaun",0.0,12.0
307,203084 - 101106 - 201939 - 2738 - 202691,"Barnes,Harrison - Bogut,Andrew - Curry,Stephen - Iguodala,Andre - Thompson,Klay",7.7,8.3
308,101106 - 201939 - 203110 - 2738 - 202691,"Bogut,Andrew - Curry,Stephen - Green,Draymond - Iguodala,Andre - Thompson,Klay",6.4,8.5
309,2571 - 203084 - 201939 - 201575 - 2760,"Barbosa,Leandro - Barnes,Harrison - Curry,Stephen - Rush,Brandon - Varejao,Anderson",9.0,9.0
310,2571 - 201939 - 203110 - 2738 - 201578,"Barbosa,Leandro - Curry,Stephen - Green,Draymond - Iguodala,Andre - Speights,Marreese",7.5,10.6
311,2571 - 201939 - 203110 - 2733 - 203949,"Barbosa,Leandro - Curry,Stephen - Green,Draymond - Livingston,Shaun - McAdoo,James Michael",6.0,8.0
312,203546 - 201939 - 203110 - 201574 - 202691,"Clark,Ian - Curry,Stephen - Green,Draymond - Thompson,Jason - Thompson,Klay",10.0,9.5
313,203546 - 203110 - 2738 - 201578 - 202691,"Clark,Ian - Green,Draymond - Iguodala,Andre - Speights,Marreese - Thompson,Klay",5.4,7.2
314,2571 - 203084 - 201939 - 2738 - 2760,"Barbosa,Leandro - Barnes,Harrison - Curry,Stephen - Iguodala,Andre - Varejao,Anderson",7.3,6.8
315,2571 - 203084 - 201939 - 1626172 - 202691,"Barbosa,Leandro - Barnes,Harrison - Curry,Stephen - Looney,Kevon - Thompson,Klay",10.0,9.0
