,FGA_l,FTA_l,OREB_l,TOV_l,lineup_ids,lineup_names,points_allowed,points_scored
2913,13.0,0.0,1.0,2.0,1626209 - 202620 - 204014 - 201228 - 203912,"Hezonja,Mario - Onuaku,Arinze - Rudez,Damjan - Watson,C.J. - Wilcox,CJ",6.0,1.5
2914,8.0,0.0,1.0,1.0,202687 - 203932 - 204014 - 201228 - 203912,"Biyombo,Bismack - Gordon,Aaron - Rudez,Damjan - Watson,C.J. - Wilcox,CJ",7.0,7.0
2915,51.2,12.0,7.2,4.0,202687 - 203095 - 203932 - 201586 - 203901,"Biyombo,Bismack - Fournier,Evan - Gordon,Aaron - Ibaka,Serge - Payton,Elfrid",5.7,6.5
2916,5.0,3.0,0.0,1.0,1626209 - 204014 - 201228 - 203912 - 1627757,"Hezonja,Mario - Rudez,Damjan - Watson,C.J. - Wilcox,CJ - Zimmerman,Stephen",10.0,9.0
2917,14.1,5.1,2.1,2.1,201571 - 202687 - 201145 - 1626209 - 201586,"Augustin,D.J. - Biyombo,Bismack - Green,Jeff - Hezonja,Mario - Ibaka,Serge",7.7,3.7
2918,7.0,0.0,3.0,0.0,203932 - 1626209 - 201228 - 203912 - 1627757,"Gordon,Aaron - Hezonja,Mario - Watson,C.J. - Wilcox,CJ - Zimmerman,Stephen",4.0,4.0
2919,4.0,6.0,0.0,1.0,201571 - 202687 - 203095 - 201145 - 203901,"Augustin,D.J. - Biyombo,Bismack - Fournier,Evan - Green,Jeff - Payton,Elfrid",2.0,7.0
2920,42.7,4.9,9.1,6.3,201571 - 202687 - 203095 - 201145 - 1626209,"Augustin,D.J. - Biyombo,Bismack - Fournier,Evan - Green,Jeff - Hezonja,Mario",7.0,5.7
2921,8.0,0.0,1.0,0.0,202687 - 203932 - 201145 - 203901 - 202696,"Biyombo,Bismack - Gordon,Aaron - Green,Jeff - Payton,Elfrid - Vucevic,Nikola",9.0,8.0
2922,5.0,2.0,0.0,0.0,201571 - 202620 - 204014 - 201228 - 203912,"Augustin,D.J. - Onuaku,Arinze - Rudez,Damjan - Watson,C.J. - Wilcox,CJ",4.0,8.0
2923,27.0,15.0,3.0,4.8,202687 - 203095 - 203932 - 203901 - 202696,"Biyombo,Bismack - Fournier,Evan - Gordon,Aaron - Payton,Elfrid - Vucevic,Nikola",7.0,5.5
2924,3.0,2.0,1.0,2.0,201571 - 202687 - 203095 - 201586 - 201228,"Augustin,D.J. - Biyombo,Bismack - Fournier,Evan - Ibaka,Serge - Watson,C.J.",6.0,4.0
2925,11.0,0.0,0.0,1.0,201571 - 203932 - 204014 - 202696 - 201228,"Augustin,D.J. - Gordon,Aaron - Rudez,Damjan - Vucevic,Nikola - Watson,C.J.",5.5,7.0
2926,5.0,0.0,0.0,1.0,201571 - 201145 - 201586 - 202696 - 201228,"Augustin,D.J. - Green,Jeff - Ibaka,Serge - Vucevic,Nikola - Watson,C.J.",1.0,4.0
2927,4.0,2.0,0.0,1.0,203095 - 201586 - 203901 - 202696 - 201228,"Fournier,Evan - Ibaka,Serge - Payton,Elfrid - Vucevic,Nikola - Watson,C.J.",5.0,8.0
2928,11.1,3.9,0.9,3.0,201571 - 203095 - 201145 - 201586 - 202696,"Augustin,D.J. - Fournier,Evan - Green,Jeff - Ibaka,Serge - Vucevic,Nikola",4.3,2.0
2929,6.0,1.0,0.0,0.0,202687 - 201145 - 1626209 - 203901 - 202696,"Biyombo,Bismack - Green,Jeff - Hezonja,Mario - Payton,Elfrid - Vucevic,Nikola",7.0,9.0
2930,5.0,0.0,1.0,0.0,201571 - 202687 - 203932 - 201145 - 202696,"Augustin,D.J. - Biyombo,Bismack - Gordon,Aaron - Green,Jeff - Vucevic,Nikola",4.0,3.0
2931,4.0,0.0,0.0,1.0,201571 - 202687 - 203932 - 201586 - 203901,"Augustin,D.J. - Biyombo,Bismack - Gordon,Aaron - Ibaka,Serge - Payton,Elfrid",4.0,4.0
2932,5.0,3.0,1.0,0.0,201571 - 203095 - 201145 - 1626209 - 202696,"Augustin,D.J. - Fournier,Evan - Green,Jeff - Hezonja,Mario - Vucevic,Nikola",4.0,8.0
2933,9.0,6.0,1.0,1.0,201571 - 203095 - 201145 - 201586 - 203901,"Augustin,D.J. - Fournier,Evan - Green,Jeff - Ibaka,Serge - Payton,Elfrid",6.0,9.0
2934,6.0,2.0,0.0,2.0,201571 - 203095 - 201145 - 203901 - 202696,"Augustin,D.J. - Fournier,Evan - Green,Jeff - Payton,Elfrid - Vucevic,Nikola",4.5,2.5
2935,12.9,8.1,5.1,3.9,203095 - 203932 - 201145 - 203901 - 202696,"Fournier,Evan - Gordon,Aaron - Green,Jeff - Payton,Elfrid - Vucevic,Nikola",4.7,5.0
2936,5.0,0.0,0.0,0.0,201571 - 202687 - 203095 - 1626209 - 201586,"Augustin,D.J. - Biyombo,Bismack - Fournier,Evan - Hezonja,Mario - Ibaka,Serge",7.0,3.0
2937,3.0,0.0,0.0,1.0,201571 - 203932 - 201586 - 204014 - 201228,"Augustin,D.J. - Gordon,Aaron - Ibaka,Serge - Rudez,Damjan - Watson,C.J.",6.0,5.0
2938,13.2,4.0,1.2,4.0,201571 - 202687 - 203932 - 202696 - 201228,"Augustin,D.J. - Biyombo,Bismack - Gordon,Aaron - Vucevic,Nikola - Watson,C.J.",3.0,4.0
2939,8.0,0.0,0.0,0.0,201571 - 203095 - 203932 - 201586 - 202696,"Augustin,D.J. - Fournier,Evan - Gordon,Aaron - Ibaka,Serge - Vucevic,Nikola",5.0,5.5
2940,14.0,2.0,1.2,0.0,203095 - 201145 - 1626209 - 203901 - 202696,"Fournier,Evan - Green,Jeff - Hezonja,Mario - Payton,Elfrid - Vucevic,Nikola",1.5,2.0
2941,4.0,2.0,1.0,1.0,203932 - 201145 - 1626209 - 201586 - 203901,"Gordon,Aaron - Green,Jeff - Hezonja,Mario - Ibaka,Serge - Payton,Elfrid",5.0,6.0
2942,9.0,2.1,0.0,0.9,203932 - 1626209 - 201586 - 203901 - 202696,"Gordon,Aaron - Hezonja,Mario - Ibaka,Serge - Payton,Elfrid - Vucevic,Nikola",3.6,4.3
2943,3.0,2.0,1.0,0.0,201571 - 202687 - 203932 - 201586 - 201228,"Augustin,D.J. - Biyombo,Bismack - Gordon,Aaron - Ibaka,Serge - Watson,C.J.",3.0,8.0
2944,8.0,1.0,1.0,0.0,202687 - 203095 - 201145 - 1626209 - 203901,"Biyombo,Bismack - Fournier,Evan - Green,Jeff - Hezonja,Mario - Payton,Elfrid",4.0,3.0
2945,3.0,2.0,0.0,0.0,203932 - 201586 - 203901 - 202696 - 201228,"Gordon,Aaron - Ibaka,Serge - Payton,Elfrid - Vucevic,Nikola - Watson,C.J.",0.0,6.0
2946,3.0,0.0,0.0,1.0,201571 - 202687 - 203932 - 1626209 - 201586,"Augustin,D.J. - Biyombo,Bismack - Gordon,Aaron - Hezonja,Mario - Ibaka,Serge",10.0,0.0
2947,4.0,0.0,2.0,1.0,202687 - 203932 - 201586 - 203901 - 201228,"Biyombo,Bismack - Gordon,Aaron - Ibaka,Serge - Payton,Elfrid - Watson,C.J.",8.0,2.0
2948,2.0,0.0,0.0,2.0,203095 - 201145 - 201586 - 203901 - 201228,"Fournier,Evan - Green,Jeff - Ibaka,Serge - Payton,Elfrid - Watson,C.J.",2.0,0.0
2949,1.0,0.0,0.0,1.0,201571 - 201145 - 1626209 - 201586 - 203912,"Augustin,D.J. - Green,Jeff - Hezonja,Mario - Ibaka,Serge - Wilcox,CJ",4.0,2.0
2950,1.0,4.0,0.0,0.0,201571 - 203095 - 201145 - 1626209 - 201586,"Augustin,D.J. - Fournier,Evan - Green,Jeff - Hezonja,Mario - Ibaka,Serge",6.0,4.0
2951,6.0,0.0,1.0,2.0,202687 - 203095 - 201145 - 203901 - 202696,"Biyombo,Bismack - Fournier,Evan - Green,Jeff - Payton,Elfrid - Vucevic,Nikola",2.0,1.0
2952,3.0,0.0,0.0,0.0,203095 - 203932 - 1626209 - 201586 - 203901,"Fournier,Evan - Gordon,Aaron - Hezonja,Mario - Ibaka,Serge - Payton,Elfrid",0.0,4.0
2953,7.2,2.0,1.2,3.2,201571 - 202687 - 203095 - 203932 - 201145,"Augustin,D.J. - Biyombo,Bismack - Fournier,Evan - Gordon,Aaron - Green,Jeff",3.8,1.3
2954,2.0,2.0,0.0,0.0,201571 - 202687 - 203095 - 203901 - 202696,"Augustin,D.J. - Biyombo,Bismack - Fournier,Evan - Payton,Elfrid - Vucevic,Nikola",0.0,5.0
2955,4.0,0.0,0.0,1.0,201571 - 202687 - 203932 - 201145 - 201228,"Augustin,D.J. - Biyombo,Bismack - Gordon,Aaron - Green,Jeff - Watson,C.J.",7.0,1.5
2956,2.0,4.0,0.0,0.0,201571 - 202687 - 201145 - 1626209 - 202696,"Augustin,D.J. - Biyombo,Bismack - Green,Jeff - Hezonja,Mario - Vucevic,Nikola",5.0,3.0
2957,4.0,2.0,1.0,0.0,201571 - 203095 - 201586 - 203901 - 202696,"Augustin,D.J. - Fournier,Evan - Ibaka,Serge - Payton,Elfrid - Vucevic,Nikola",3.0,5.0
2958,7.0,0.0,1.0,0.0,201571 - 202687 - 203095 - 201145 - 202696,"Augustin,D.J. - Biyombo,Bismack - Fournier,Evan - Green,Jeff - Vucevic,Nikola",4.5,1.0
2959,2.0,0.0,0.0,1.0,202687 - 203095 - 201586 - 203901 - 201228,"Biyombo,Bismack - Fournier,Evan - Ibaka,Serge - Payton,Elfrid - Watson,C.J.",1.0,0.0
2960,7.0,1.0,0.0,2.0,201571 - 202687 - 203095 - 203932 - 201586,"Augustin,D.J. - Biyombo,Bismack - Fournier,Evan - Gordon,Aaron - Ibaka,Serge",3.0,1.8
2961,2.0,0.0,0.0,1.0,201571 - 202687 - 201145 - 203901 - 201228,"Augustin,D.J. - Biyombo,Bismack - Green,Jeff - Payton,Elfrid - Watson,C.J.",5.0,0.0
2962,5.0,1.0,2.0,0.0,201571 - 202687 - 201145 - 202696 - 201228,"Augustin,D.J. - Biyombo,Bismack - Green,Jeff - Vucevic,Nikola - Watson,C.J.",2.5,1.0
2963,9.0,4.0,2.0,2.0,201571 - 202687 - 203095 - 201145 - 201586,"Augustin,D.J. - Biyombo,Bismack - Fournier,Evan - Green,Jeff - Ibaka,Serge",2.2,2.0
2964,5.0,3.0,0.0,0.0,201571 - 203932 - 201586 - 203901 - 202696,"Augustin,D.J. - Gordon,Aaron - Ibaka,Serge - Payton,Elfrid - Vucevic,Nikola",2.0,4.5
2965,3.0,0.0,1.0,0.0,201571 - 1626209 - 201586 - 202696 - 203912,"Augustin,D.J. - Hezonja,Mario - Ibaka,Serge - Vucevic,Nikola - Wilcox,CJ",4.0,2.0
2966,6.0,2.1,0.9,0.0,201571 - 202687 - 203095 - 203932 - 202696,"Augustin,D.J. - Biyombo,Bismack - Fournier,Evan - Gordon,Aaron - Vucevic,Nikola",1.7,1.0
2967,1.0,0.0,0.0,0.0,202687 - 201145 - 203901 - 202696 - 201228,"Biyombo,Bismack - Green,Jeff - Payton,Elfrid - Vucevic,Nikola - Watson,C.J.",1.0,3.0
2968,1.0,0.0,0.0,0.0,203095 - 1626209 - 201586 - 203901 - 202696,"Fournier,Evan - Hezonja,Mario - Ibaka,Serge - Payton,Elfrid - Vucevic,Nikola",2.0,2.0
2969,3.0,0.0,1.0,0.0,201571 - 203095 - 201145 - 201586 - 204014,"Augustin,D.J. - Fournier,Evan - Green,Jeff - Ibaka,Serge - Rudez,Damjan",2.0,2.0
2970,1.0,2.0,0.0,0.0,201571 - 203932 - 201145 - 203901 - 202696,"Augustin,D.J. - Gordon,Aaron - Green,Jeff - Payton,Elfrid - Vucevic,Nikola",5.0,2.0
2971,3.9,2.1,0.0,0.0,203095 - 203932 - 201145 - 201586 - 203901,"Fournier,Evan - Gordon,Aaron - Green,Jeff - Ibaka,Serge - Payton,Elfrid",3.0,1.7
2972,3.0,0.0,0.0,0.0,201145 - 201586 - 203901 - 202696 - 201228,"Green,Jeff - Ibaka,Serge - Payton,Elfrid - Vucevic,Nikola - Watson,C.J.",1.0,1.5
2973,1.0,0.0,0.0,0.0,201571 - 203095 - 201145 - 202696 - 201228,"Augustin,D.J. - Fournier,Evan - Green,Jeff - Vucevic,Nikola - Watson,C.J.",3.0,0.0
2974,1.0,0.0,0.0,0.0,202687 - 203095 - 201145 - 203901 - 201228,"Biyombo,Bismack - Fournier,Evan - Green,Jeff - Payton,Elfrid - Watson,C.J.",2.0,3.0
2975,1.0,0.0,0.0,0.0,203932 - 201145 - 1626209 - 203901 - 202696,"Gordon,Aaron - Green,Jeff - Hezonja,Mario - Payton,Elfrid - Vucevic,Nikola",3.0,0.0
2976,1.0,0.0,0.0,1.0,201571 - 203095 - 201586 - 203901 - 201228,"Augustin,D.J. - Fournier,Evan - Ibaka,Serge - Payton,Elfrid - Watson,C.J.",3.0,0.0
2977,1.0,0.0,0.0,0.0,201571 - 201145 - 201586 - 203901 - 202696,"Augustin,D.J. - Green,Jeff - Ibaka,Serge - Payton,Elfrid - Vucevic,Nikola",5.0,0.0
2978,0.0,0.0,0.0,1.0,202687 - 203095 - 203932 - 201145 - 203901,"Biyombo,Bismack - Fournier,Evan - Gordon,Aaron - Green,Jeff - Payton,Elfrid",1.0,0.0
2979,1.0,0.0,0.0,0.0,202687 - 203932 - 201145 - 201586 - 203901,"Biyombo,Bismack - Gordon,Aaron - Green,Jeff - Ibaka,Serge - Payton,Elfrid",1.5,0.0
2980,0.0,2.0,0.0,0.0,203932 - 201145 - 201586 - 203901 - 201228,"Gordon,Aaron - Green,Jeff - Ibaka,Serge - Payton,Elfrid - Watson,C.J.",3.0,1.0
2981,1.0,0.0,0.0,1.0,201571 - 201145 - 1626209 - 201586 - 201228,"Augustin,D.J. - Green,Jeff - Hezonja,Mario - Ibaka,Serge - Watson,C.J.",0.0,0.0
2982,0.0,2.0,0.0,0.0,201571 - 202687 - 203095 - 201145 - 201228,"Augustin,D.J. - Biyombo,Bismack - Fournier,Evan - Green,Jeff - Watson,C.J.",0.0,2.0
2983,0.0,0.0,0.0,0.0,201571 - 203095 - 203932 - 203901 - 202696,"Augustin,D.J. - Fournier,Evan - Gordon,Aaron - Payton,Elfrid - Vucevic,Nikola",0.0,0.0
2984,1.0,2.0,0.0,0.0,201571 - 203095 - 201145 - 201586 - 201228,"Augustin,D.J. - Fournier,Evan - Green,Jeff - Ibaka,Serge - Watson,C.J.",0.0,0.5
2985,0.0,0.0,0.0,0.0,202687 - 203095 - 1626209 - 203901 - 202696,"Biyombo,Bismack - Fournier,Evan - Hezonja,Mario - Payton,Elfrid - Vucevic,Nikola",1.0,0.0
2986,0.0,2.0,0.0,0.0,201571 - 201145 - 1626209 - 203901 - 202696,"Augustin,D.J. - Green,Jeff - Hezonja,Mario - Payton,Elfrid - Vucevic,Nikola",0.0,0.0
2987,0.0,0.0,0.0,0.0,202687 - 203095 - 203932 - 1626209 - 203901,"Biyombo,Bismack - Fournier,Evan - Gordon,Aaron - Hezonja,Mario - Payton,Elfrid",0.0,0.0
2988,0.0,0.0,0.0,0.0,1626209 - 201586 - 204014 - 201228 - 203912,"Hezonja,Mario - Ibaka,Serge - Rudez,Damjan - Watson,C.J. - Wilcox,CJ",0.0,0.0
2989,0.0,0.0,0.0,0.0,201571 - 203095 - 203932 - 201145 - 201586,"Augustin,D.J. - Fournier,Evan - Gordon,Aaron - Green,Jeff - Ibaka,Serge",1.0,0.0
2990,0.0,0.0,0.0,0.0,202687 - 203095 - 203932 - 201145 - 201586,"Biyombo,Bismack - Fournier,Evan - Gordon,Aaron - Green,Jeff - Ibaka,Serge",2.0,0.0
2991,208.2,66.0,22.2,31.8,202339 - 1626164 - 2199 - 201162 - 203933,"Bledsoe,Eric - Booker,Devin - Chandler,Tyson - Dudley,Jared - Warren,TJ",43.7,44.7
2992,26.0,8.0,6.0,1.0,2571 - 201162 - 200782 - 1627755 - 1626210,"Barbosa,Leandro - Dudley,Jared - Tucker,PJ - Ulis,Tyler - Williams,Alan",20.0,33.0
2993,33.0,12.0,0.0,4.0,202339 - 1626164 - 2199 - 202688 - 203933,"Bledsoe,Eric - Booker,Devin - Chandler,Tyson - Knight,Brandon - Warren,TJ",20.0,21.5
2994,127.8,13.8,16.2,21.0,202339 - 1626164 - 1627737 - 203458 - 203933,"Bledsoe,Eric - Booker,Devin - Chriss,Marquese - Len,Alex - Warren,TJ",25.0,22.7
2995,15.0,6.0,1.0,6.0,202339 - 1626164 - 2199 - 1627737 - 203933,"Bledsoe,Eric - Booker,Devin - Chandler,Tyson - Chriss,Marquese - Warren,TJ",23.0,22.0
2996,14.0,6.0,2.0,3.0,1627733 - 1627737 - 202688 - 203458 - 1627755,"Bender,Dragan - Chriss,Marquese - Knight,Brandon - Len,Alex - Ulis,Tyler",16.0,23.0
2997,15.0,12.0,4.0,1.0,1627733 - 202339 - 1626164 - 200782 - 203933,"Bender,Dragan - Bledsoe,Eric - Booker,Devin - Tucker,PJ - Warren,TJ",25.0,34.0
2998,48.0,8.1,3.9,9.0,202339 - 1626164 - 201162 - 203458 - 203933,"Bledsoe,Eric - Booker,Devin - Dudley,Jared - Len,Alex - Warren,TJ",19.0,19.7
2999,45.9,15.0,8.1,8.1,202339 - 2199 - 201162 - 202688 - 203933,"Bledsoe,Eric - Chandler,Tyson - Dudley,Jared - Knight,Brandon - Warren,TJ",17.0,18.0
3000,58.0,16.0,4.0,10.0,2571 - 1627733 - 201162 - 202688 - 200782,"Barbosa,Leandro - Bender,Dragan - Dudley,Jared - Knight,Brandon - Tucker,PJ",16.8,18.0
3001,14.0,1.0,2.0,2.0,1626164 - 201162 - 202688 - 200782 - 1627755,"Booker,Devin - Dudley,Jared - Knight,Brandon - Tucker,PJ - Ulis,Tyler",13.0,14.0
3002,6.0,7.0,0.0,2.0,2571 - 1626164 - 201162 - 202688 - 203458,"Barbosa,Leandro - Booker,Devin - Dudley,Jared - Knight,Brandon - Len,Alex",15.0,15.0
3003,11.0,2.0,1.0,0.0,202339 - 201162 - 200782 - 1627755 - 1626210,"Bledsoe,Eric - Dudley,Jared - Tucker,PJ - Ulis,Tyler - Williams,Alan",14.0,16.0
3004,7.0,4.0,1.0,3.0,2571 - 202339 - 1627737 - 203458 - 200782,"Barbosa,Leandro - Bledsoe,Eric - Chriss,Marquese - Len,Alex - Tucker,PJ",6.0,7.0
3005,18.0,2.0,1.0,1.0,2571 - 1626164 - 202688 - 203458 - 200782,"Barbosa,Leandro - Booker,Devin - Knight,Brandon - Len,Alex - Tucker,PJ",6.5,11.0
3006,19.0,6.0,2.0,5.0,202339 - 1626164 - 1627737 - 203458 - 200782,"Bledsoe,Eric - Booker,Devin - Chriss,Marquese - Len,Alex - Tucker,PJ",11.0,10.0
3007,7.0,0.0,0.0,2.0,2571 - 2199 - 1627737 - 202688 - 200782,"Barbosa,Leandro - Chandler,Tyson - Chriss,Marquese - Knight,Brandon - Tucker,PJ",16.0,8.0
3008,24.0,2.1,0.9,3.0,2571 - 201162 - 202688 - 203458 - 200782,"Barbosa,Leandro - Dudley,Jared - Knight,Brandon - Len,Alex - Tucker,PJ",10.7,9.7
3009,8.0,0.0,0.0,1.0,1627733 - 202339 - 1627737 - 202688 - 203458,"Bender,Dragan - Bledsoe,Eric - Chriss,Marquese - Knight,Brandon - Len,Alex",10.0,2.0
3010,18.0,3.0,3.0,2.0,202339 - 1626164 - 202688 - 203458 - 200782,"Bledsoe,Eric - Booker,Devin - Knight,Brandon - Len,Alex - Tucker,PJ",11.0,7.5
3011,4.0,6.0,1.0,3.0,1626164 - 1627737 - 202688 - 203458 - 203933,"Booker,Devin - Chriss,Marquese - Knight,Brandon - Len,Alex - Warren,TJ",14.0,10.0
3012,4.0,4.0,0.0,3.0,1627733 - 1627737 - 200782 - 1627755 - 1626210,"Bender,Dragan - Chriss,Marquese - Tucker,PJ - Ulis,Tyler - Williams,Alan",5.0,9.0
3013,30.0,9.2,6.0,6.0,202339 - 1626164 - 2199 - 200782 - 203933,"Bledsoe,Eric - Booker,Devin - Chandler,Tyson - Tucker,PJ - Warren,TJ",7.5,9.3
3014,18.0,5.0,1.0,1.0,1626164 - 201162 - 202688 - 200782 - 203933,"Booker,Devin - Dudley,Jared - Knight,Brandon - Tucker,PJ - Warren,TJ",9.5,10.5
3015,8.0,3.0,3.0,1.0,2571 - 1626164 - 2199 - 201162 - 203933,"Barbosa,Leandro - Booker,Devin - Chandler,Tyson - Dudley,Jared - Warren,TJ",10.0,11.0
3016,15.0,7.0,4.0,1.0,202339 - 1626164 - 1627737 - 200782 - 203933,"Bledsoe,Eric - Booker,Devin - Chriss,Marquese - Tucker,PJ - Warren,TJ",10.5,9.0
3017,5.0,2.0,1.0,1.0,2571 - 201162 - 202688 - 1627755 - 1626210,"Barbosa,Leandro - Dudley,Jared - Knight,Brandon - Ulis,Tyler - Williams,Alan",8.0,4.0
3018,7.0,2.0,0.0,0.0,202339 - 1626164 - 1627737 - 202688 - 203458,"Bledsoe,Eric - Booker,Devin - Chriss,Marquese - Knight,Brandon - Len,Alex",6.0,11.0
3019,6.0,4.0,2.0,1.0,202339 - 1626164 - 200782 - 203933 - 1626210,"Bledsoe,Eric - Booker,Devin - Tucker,PJ - Warren,TJ - Williams,Alan",10.0,2.0
3020,38.0,4.0,11.0,5.0,1626164 - 202688 - 203458 - 200782 - 203933,"Booker,Devin - Knight,Brandon - Len,Alex - Tucker,PJ - Warren,TJ",7.2,3.0
3021,20.1,8.1,2.1,0.0,202339 - 201162 - 202688 - 203458 - 200782,"Bledsoe,Eric - Dudley,Jared - Knight,Brandon - Len,Alex - Tucker,PJ",7.7,8.7
3022,3.0,4.0,0.0,0.0,2571 - 202339 - 201162 - 202688 - 203458,"Barbosa,Leandro - Bledsoe,Eric - Dudley,Jared - Knight,Brandon - Len,Alex",4.0,7.0
3023,30.0,7.8,1.2,4.8,2571 - 1627737 - 202688 - 203458 - 200782,"Barbosa,Leandro - Chriss,Marquese - Knight,Brandon - Len,Alex - Tucker,PJ",8.5,3.3
3024,5.0,3.0,1.0,0.0,1627733 - 1626164 - 1627737 - 203458 - 1627755,"Bender,Dragan - Booker,Devin - Chriss,Marquese - Len,Alex - Ulis,Tyler",6.0,11.0
3025,4.0,0.0,0.0,1.0,202339 - 1626164 - 2199 - 202688 - 200782,"Bledsoe,Eric - Booker,Devin - Chandler,Tyson - Knight,Brandon - Tucker,PJ",8.0,2.0
3026,12.0,0.0,0.0,0.0,1626164 - 2199 - 201162 - 202688 - 203933,"Booker,Devin - Chandler,Tyson - Dudley,Jared - Knight,Brandon - Warren,TJ",5.0,4.5
3027,7.0,1.0,1.0,0.0,2571 - 1626164 - 1627737 - 202688 - 203458,"Barbosa,Leandro - Booker,Devin - Chriss,Marquese - Knight,Brandon - Len,Alex",6.0,10.0
3028,6.0,2.0,1.0,1.0,2571 - 201162 - 202688 - 200782 - 203933,"Barbosa,Leandro - Dudley,Jared - Knight,Brandon - Tucker,PJ - Warren,TJ",8.0,9.0
3029,13.0,5.0,2.0,0.0,1627733 - 1627737 - 203098 - 1627755 - 1626210,"Bender,Dragan - Chriss,Marquese - Jenkins,John - Ulis,Tyler - Williams,Alan",6.0,9.0
3030,15.0,6.0,2.1,5.1,202339 - 1626164 - 201162 - 203458 - 200782,"Bledsoe,Eric - Booker,Devin - Dudley,Jared - Len,Alex - Tucker,PJ",8.0,5.3
3031,6.0,0.0,0.0,0.0,202339 - 1626164 - 202688 - 203458 - 203933,"Bledsoe,Eric - Booker,Devin - Knight,Brandon - Len,Alex - Warren,TJ",10.0,5.0
3032,5.0,0.0,1.0,0.0,1626164 - 1627737 - 202688 - 203933 - 1626210,"Booker,Devin - Chriss,Marquese - Knight,Brandon - Warren,TJ - Williams,Alan",8.0,4.0
3033,4.0,0.0,0.0,1.0,2571 - 1627733 - 1627737 - 202688 - 203458,"Barbosa,Leandro - Bender,Dragan - Chriss,Marquese - Knight,Brandon - Len,Alex",6.0,2.0
3034,2.0,4.0,0.0,1.0,1627733 - 202339 - 201162 - 202688 - 200782,"Bender,Dragan - Bledsoe,Eric - Dudley,Jared - Knight,Brandon - Tucker,PJ",4.0,3.0
3035,3.0,4.0,0.0,2.0,1627733 - 1627737 - 1627884 - 1627755 - 1626210,"Bender,Dragan - Chriss,Marquese - Jones, Jr.,Derrick - Ulis,Tyler - Williams,Alan",9.0,10.0
3036,5.0,2.0,1.0,1.0,2571 - 1627733 - 201162 - 202688 - 1626210,"Barbosa,Leandro - Bender,Dragan - Dudley,Jared - Knight,Brandon - Williams,Alan",11.0,2.0
3037,5.0,2.0,0.0,0.0,2571 - 1627737 - 202688 - 203458 - 203933,"Barbosa,Leandro - Chriss,Marquese - Knight,Brandon - Len,Alex - Warren,TJ",5.0,8.0
3038,5.0,0.0,0.0,1.0,1627737 - 203458 - 200782 - 1627755 - 203933,"Chriss,Marquese - Len,Alex - Tucker,PJ - Ulis,Tyler - Warren,TJ",4.0,8.0
3039,4.0,3.0,0.0,1.0,201162 - 202688 - 203458 - 200782 - 203933,"Dudley,Jared - Knight,Brandon - Len,Alex - Tucker,PJ - Warren,TJ",9.0,11.0
3040,3.0,4.0,0.0,1.0,2571 - 202688 - 203458 - 200782 - 1627755,"Barbosa,Leandro - Knight,Brandon - Len,Alex - Tucker,PJ - Ulis,Tyler",6.0,6.0
3041,17.2,7.2,4.0,5.2,202339 - 1627737 - 202688 - 203458 - 200782,"Bledsoe,Eric - Chriss,Marquese - Knight,Brandon - Len,Alex - Tucker,PJ",3.5,6.0
3042,6.0,4.0,1.0,2.0,201162 - 202688 - 203458 - 1627755 - 203933,"Dudley,Jared - Knight,Brandon - Len,Alex - Ulis,Tyler - Warren,TJ",5.5,4.5
3043,5.0,0.0,0.0,0.0,2571 - 1626164 - 2199 - 201162 - 202688,"Barbosa,Leandro - Booker,Devin - Chandler,Tyson - Dudley,Jared - Knight,Brandon",3.0,6.0
3044,5.0,0.0,1.0,0.0,1627733 - 202339 - 1627737 - 1627755 - 1626210,"Bender,Dragan - Bledsoe,Eric - Chriss,Marquese - Ulis,Tyler - Williams,Alan",4.0,4.0
3045,19.0,14.0,5.0,3.0,202339 - 201162 - 202688 - 203458 - 203933,"Bledsoe,Eric - Dudley,Jared - Knight,Brandon - Len,Alex - Warren,TJ",6.8,3.8
3046,2.0,0.0,0.0,3.0,202339 - 1626164 - 1627737 - 201162 - 203933,"Bledsoe,Eric - Booker,Devin - Chriss,Marquese - Dudley,Jared - Warren,TJ",4.0,0.0
3047,8.0,4.0,1.0,1.0,202339 - 201162 - 202688 - 200782 - 203933,"Bledsoe,Eric - Dudley,Jared - Knight,Brandon - Tucker,PJ - Warren,TJ",3.5,2.0
3048,10.0,2.0,4.0,2.0,1626164 - 201162 - 202688 - 200782 - 1626210,"Booker,Devin - Dudley,Jared - Knight,Brandon - Tucker,PJ - Williams,Alan",2.0,8.0
3049,4.0,0.0,0.0,2.0,2571 - 1627737 - 203458 - 200782 - 1627755,"Barbosa,Leandro - Chriss,Marquese - Len,Alex - Tucker,PJ - Ulis,Tyler",5.0,5.0
3050,6.0,2.0,3.0,0.0,1626164 - 1627737 - 202688 - 200782 - 1626210,"Booker,Devin - Chriss,Marquese - Knight,Brandon - Tucker,PJ - Williams,Alan",6.0,8.0
3051,4.0,2.0,1.0,0.0,1627737 - 202688 - 203458 - 1627755 - 203933,"Chriss,Marquese - Knight,Brandon - Len,Alex - Ulis,Tyler - Warren,TJ",8.0,2.0
3052,8.0,0.0,3.0,0.0,2571 - 201162 - 202688 - 200782 - 1626210,"Barbosa,Leandro - Dudley,Jared - Knight,Brandon - Tucker,PJ - Williams,Alan",3.5,3.0
