,FGA_l,FTA_l,OREB_l,TOV_l,lineup_ids,lineup_names,points_allowed,points_scored
822,4.0,0.0,1.0,0.0,2546 - 203200 - 201584 - 203124 - 201565,"Anthony,Carmelo - Holiday,Justin - Lee,Courtney - O'Quinn,Kyle - Rose,Derrick",2.0,0.0
823,2.0,3.0,0.0,0.0,2546 - 201584 - 201149 - 203124 - 201565,"Anthony,Carmelo - Lee,Courtney - Noah,Joakim - O'Quinn,Kyle - Rose,Derrick",2.0,7.0
824,3.0,0.0,1.0,1.0,1626195 - 201943 - 204001 - 201565 - 2756,"Hernangomez,Willy - Jennings,Brandon - Porzingis,Kristaps - Rose,Derrick - Vujacic,Sasha",6.0,0.0
825,3.0,2.0,1.0,0.0,1626195 - 1627851 - 201584 - 204001 - 2756,"Hernangomez,Willy - Kuzminskas,Mindaugas - Lee,Courtney - Porzingis,Kristaps - Vujacic,Sasha",3.0,6.0
826,3.0,2.0,1.0,0.0,203200 - 1626254 - 203124 - 204001 - 201565,"Holiday,Justin - Ndour,Maurice - O'Quinn,Kyle - Porzingis,Kristaps - Rose,Derrick",2.0,2.0
827,6.0,0.0,0.0,1.0,2546 - 203200 - 201943 - 201584 - 203124,"Anthony,Carmelo - Holiday,Justin - Jennings,Brandon - Lee,Courtney - O'Quinn,Kyle",4.0,4.0
828,2.0,0.0,0.0,2.0,1627758 - 1626195 - 203200 - 201565 - 202498,"Baker,Ron - Hernangomez,Willy - Holiday,Justin - Rose,Derrick - Thomas,Lance",0.0,0.0
829,3.0,2.0,1.0,0.0,203200 - 201943 - 203124 - 204001 - 2756,"Holiday,Justin - Jennings,Brandon - O'Quinn,Kyle - Porzingis,Kristaps - Vujacic,Sasha",3.0,1.0
830,3.0,3.0,0.0,0.0,201943 - 1626254 - 204001 - 202498 - 2756,"Jennings,Brandon - Ndour,Maurice - Porzingis,Kristaps - Thomas,Lance - Vujacic,Sasha",4.0,3.0
831,4.0,0.0,1.0,1.0,2546 - 1627758 - 201584 - 204001 - 201565,"Anthony,Carmelo - Baker,Ron - Lee,Courtney - Porzingis,Kristaps - Rose,Derrick",2.0,3.0
832,3.0,0.0,0.0,0.0,2546 - 1626195 - 203200 - 201565 - 202498,"Anthony,Carmelo - Hernangomez,Willy - Holiday,Justin - Rose,Derrick - Thomas,Lance",0.0,0.0
833,3.0,0.0,0.0,0.0,2546 - 203200 - 201149 - 201565 - 202498,"Anthony,Carmelo - Holiday,Justin - Noah,Joakim - Rose,Derrick - Thomas,Lance",3.0,6.0
834,1.0,0.0,0.0,2.0,1626195 - 201943 - 201584 - 201149 - 201565,"Hernangomez,Willy - Jennings,Brandon - Lee,Courtney - Noah,Joakim - Rose,Derrick",6.0,0.0
835,6.9,2.1,0.9,0.0,2546 - 203200 - 201943 - 204001 - 202498,"Anthony,Carmelo - Holiday,Justin - Jennings,Brandon - Porzingis,Kristaps - Thomas,Lance",1.7,4.0
836,2.0,0.0,0.0,0.0,1627758 - 203200 - 201943 - 203124 - 204001,"Baker,Ron - Holiday,Justin - Jennings,Brandon - O'Quinn,Kyle - Porzingis,Kristaps",6.0,2.0
837,3.0,0.0,0.0,1.0,2546 - 1626195 - 201584 - 201565 - 202498,"Anthony,Carmelo - Hernangomez,Willy - Lee,Courtney - Rose,Derrick - Thomas,Lance",2.0,2.5
838,3.0,0.0,1.0,0.0,203200 - 201943 - 1626254 - 204001 - 202498,"Holiday,Justin - Jennings,Brandon - Ndour,Maurice - Porzingis,Kristaps - Thomas,Lance",0.0,2.0
839,2.0,0.0,0.0,1.0,2546 - 1627758 - 201584 - 201565 - 202498,"Anthony,Carmelo - Baker,Ron - Lee,Courtney - Rose,Derrick - Thomas,Lance",2.0,2.0
840,1.0,0.0,0.0,0.0,2546 - 1626195 - 203200 - 201584 - 201565,"Anthony,Carmelo - Hernangomez,Willy - Holiday,Justin - Lee,Courtney - Rose,Derrick",0.0,3.0
841,5.0,2.0,0.0,0.0,2546 - 201943 - 201584 - 203124 - 204001,"Anthony,Carmelo - Jennings,Brandon - Lee,Courtney - O'Quinn,Kyle - Porzingis,Kristaps",2.5,3.0
842,0.0,0.0,0.0,2.0,1626195 - 203200 - 204001 - 201565 - 202498,"Hernangomez,Willy - Holiday,Justin - Porzingis,Kristaps - Rose,Derrick - Thomas,Lance",5.0,0.0
843,2.0,0.0,0.0,0.0,1626195 - 201943 - 1627851 - 1626254 - 2756,"Hernangomez,Willy - Jennings,Brandon - Kuzminskas,Mindaugas - Ndour,Maurice - Vujacic,Sasha",5.0,2.0
844,3.0,2.0,0.0,0.0,1626195 - 201943 - 204001 - 201565 - 202498,"Hernangomez,Willy - Jennings,Brandon - Porzingis,Kristaps - Rose,Derrick - Thomas,Lance",0.0,2.0
845,2.0,0.0,1.0,0.0,2546 - 203200 - 201943 - 201584 - 1627850,"Anthony,Carmelo - Holiday,Justin - Jennings,Brandon - Lee,Courtney - Plumlee,Marshall",2.0,2.0
846,1.0,2.0,0.0,0.0,203200 - 201943 - 1627851 - 204001 - 2756,"Holiday,Justin - Jennings,Brandon - Kuzminskas,Mindaugas - Porzingis,Kristaps - Vujacic,Sasha",4.0,1.0
847,1.0,2.0,0.0,0.0,203200 - 201943 - 201584 - 204001 - 202498,"Holiday,Justin - Jennings,Brandon - Lee,Courtney - Porzingis,Kristaps - Thomas,Lance",2.0,3.0
848,1.0,0.0,0.0,1.0,203200 - 203124 - 204001 - 201565 - 202498,"Holiday,Justin - O'Quinn,Kyle - Porzingis,Kristaps - Rose,Derrick - Thomas,Lance",2.0,2.0
849,1.0,2.0,0.0,0.0,2546 - 203200 - 201943 - 1626254 - 202498,"Anthony,Carmelo - Holiday,Justin - Jennings,Brandon - Ndour,Maurice - Thomas,Lance",2.0,2.0
850,1.0,0.0,0.0,1.0,2546 - 201943 - 1626254 - 201565 - 202498,"Anthony,Carmelo - Jennings,Brandon - Ndour,Maurice - Rose,Derrick - Thomas,Lance",2.0,2.0
851,1.0,0.0,0.0,0.0,203200 - 201943 - 1627851 - 204001 - 202498,"Holiday,Justin - Jennings,Brandon - Kuzminskas,Mindaugas - Porzingis,Kristaps - Thomas,Lance",0.0,0.0
852,1.0,0.0,0.0,1.0,2546 - 1626195 - 203200 - 201943 - 202498,"Anthony,Carmelo - Hernangomez,Willy - Holiday,Justin - Jennings,Brandon - Thomas,Lance",1.0,1.0
853,1.0,0.0,0.0,0.0,201943 - 1626254 - 203124 - 202498 - 2756,"Jennings,Brandon - Ndour,Maurice - O'Quinn,Kyle - Thomas,Lance - Vujacic,Sasha",0.0,0.0
854,1.0,0.0,1.0,0.0,2546 - 203200 - 201943 - 201149 - 202498,"Anthony,Carmelo - Holiday,Justin - Jennings,Brandon - Noah,Joakim - Thomas,Lance",2.0,0.0
855,1.0,0.0,0.0,0.0,2546 - 201943 - 201584 - 204001 - 2756,"Anthony,Carmelo - Jennings,Brandon - Lee,Courtney - Porzingis,Kristaps - Vujacic,Sasha",0.0,3.0
856,1.0,0.0,0.0,1.0,203200 - 201943 - 201149 - 204001 - 202498,"Holiday,Justin - Jennings,Brandon - Noah,Joakim - Porzingis,Kristaps - Thomas,Lance",0.0,0.0
857,1.0,0.0,0.0,0.0,2546 - 1626195 - 201943 - 201584 - 203124,"Anthony,Carmelo - Hernangomez,Willy - Jennings,Brandon - Lee,Courtney - O'Quinn,Kyle",1.0,0.0
858,0.0,0.0,0.0,0.0,2546 - 203200 - 201943 - 201584 - 1626254,"Anthony,Carmelo - Holiday,Justin - Jennings,Brandon - Lee,Courtney - Ndour,Maurice",0.0,0.0
859,1.0,0.0,0.0,0.0,2546 - 203200 - 1627851 - 203124 - 201565,"Anthony,Carmelo - Holiday,Justin - Kuzminskas,Mindaugas - O'Quinn,Kyle - Rose,Derrick",1.0,0.0
860,5.1,0.0,2.1,0.0,2546 - 201943 - 201584 - 201149 - 204001,"Anthony,Carmelo - Jennings,Brandon - Lee,Courtney - Noah,Joakim - Porzingis,Kristaps",1.0,0.7
861,0.0,0.0,0.0,1.0,203200 - 201943 - 1627851 - 201149 - 204001,"Holiday,Justin - Jennings,Brandon - Kuzminskas,Mindaugas - Noah,Joakim - Porzingis,Kristaps",0.0,0.0
862,0.0,0.0,0.0,0.0,203200 - 201149 - 204001 - 201565 - 202498,"Holiday,Justin - Noah,Joakim - Porzingis,Kristaps - Rose,Derrick - Thomas,Lance",3.0,0.0
863,1.0,1.0,0.0,0.0,2546 - 1626195 - 203200 - 201943 - 204001,"Anthony,Carmelo - Hernangomez,Willy - Holiday,Justin - Jennings,Brandon - Porzingis,Kristaps",0.0,1.0
864,0.0,0.0,0.0,0.0,2546 - 1626195 - 201943 - 201584 - 1627850,"Anthony,Carmelo - Hernangomez,Willy - Jennings,Brandon - Lee,Courtney - Plumlee,Marshall",2.0,0.0
865,1.0,0.0,0.0,0.0,2546 - 203200 - 201943 - 1627851 - 204001,"Anthony,Carmelo - Holiday,Justin - Jennings,Brandon - Kuzminskas,Mindaugas - Porzingis,Kristaps",0.0,0.0
866,1.0,0.0,0.0,0.0,2546 - 203200 - 204001 - 201565 - 2756,"Anthony,Carmelo - Holiday,Justin - Porzingis,Kristaps - Rose,Derrick - Vujacic,Sasha",0.0,2.0
867,1.0,0.0,0.0,0.0,1627758 - 1626195 - 201943 - 1627851 - 2756,"Baker,Ron - Hernangomez,Willy - Jennings,Brandon - Kuzminskas,Mindaugas - Vujacic,Sasha",2.0,0.0
868,1.0,0.0,0.0,0.0,1626195 - 201943 - 1627851 - 201584 - 2756,"Hernangomez,Willy - Jennings,Brandon - Kuzminskas,Mindaugas - Lee,Courtney - Vujacic,Sasha",0.0,0.0
869,1.0,0.0,0.0,0.0,2546 - 203200 - 201943 - 201584 - 201149,"Anthony,Carmelo - Holiday,Justin - Jennings,Brandon - Lee,Courtney - Noah,Joakim",2.0,0.0
870,0.0,0.0,0.0,0.0,2546 - 201943 - 201584 - 1626254 - 203124,"Anthony,Carmelo - Jennings,Brandon - Lee,Courtney - Ndour,Maurice - O'Quinn,Kyle",2.0,0.0
871,1.0,0.0,0.0,0.0,1626195 - 203200 - 201943 - 201584 - 202498,"Hernangomez,Willy - Holiday,Justin - Jennings,Brandon - Lee,Courtney - Thomas,Lance",3.0,0.0
872,1.0,0.0,0.0,0.0,1626195 - 203200 - 1627851 - 201584 - 201565,"Hernangomez,Willy - Holiday,Justin - Kuzminskas,Mindaugas - Lee,Courtney - Rose,Derrick",0.0,0.0
873,1.0,0.0,0.0,0.0,2546 - 1626195 - 203200 - 203124 - 201565,"Anthony,Carmelo - Hernangomez,Willy - Holiday,Justin - O'Quinn,Kyle - Rose,Derrick",2.0,0.0
874,0.0,0.0,0.0,0.0,203200 - 201943 - 201584 - 201149 - 201565,"Holiday,Justin - Jennings,Brandon - Lee,Courtney - Noah,Joakim - Rose,Derrick",3.0,0.0
875,0.0,0.0,0.0,0.0,1627758 - 1626195 - 203200 - 202498 - 2756,"Baker,Ron - Hernangomez,Willy - Holiday,Justin - Thomas,Lance - Vujacic,Sasha",1.0,0.0
876,78.9,27.0,15.9,15.9,203115 - 201568 - 203999 - 1626144 - 203994,"Barton,Will - Gallinari,Danilo - Jokic,Nikola - Mudiay,Emmanuel - Nurkic,Jusuf",34.4,33.7
877,42.0,15.9,6.9,20.1,201568 - 203914 - 203999 - 1626144 - 203994,"Gallinari,Danilo - Harris,Gary - Jokic,Nikola - Mudiay,Emmanuel - Nurkic,Jusuf",23.6,18.3
878,76.0,17.2,18.0,14.0,202702 - 201568 - 1626144 - 2749 - 203994,"Faried,Kenneth - Gallinari,Danilo - Mudiay,Emmanuel - Nelson,Jameer - Nurkic,Jusuf",22.0,16.5
879,28.0,5.0,1.0,10.0,201568 - 203999 - 1626144 - 1627750 - 203994,"Gallinari,Danilo - Jokic,Nikola - Mudiay,Emmanuel - Murray,Jamal - Nurkic,Jusuf",18.5,13.0
880,18.0,2.0,3.0,1.0,203115 - 202702 - 201568 - 203999 - 1626144,"Barton,Will - Faried,Kenneth - Gallinari,Danilo - Jokic,Nikola - Mudiay,Emmanuel",15.0,14.0
881,27.0,11.0,6.0,3.0,203115 - 202702 - 201568 - 1626144 - 203994,"Barton,Will - Faried,Kenneth - Gallinari,Danilo - Mudiay,Emmanuel - Nurkic,Jusuf",12.0,13.5
882,43.2,21.2,3.2,6.0,203115 - 201163 - 201568 - 1626144 - 203994,"Barton,Will - Chandler,Wilson - Gallinari,Danilo - Mudiay,Emmanuel - Nurkic,Jusuf",13.5,15.3
883,16.0,0.0,4.0,0.0,201163 - 202702 - 201568 - 203914 - 2749,"Chandler,Wilson - Faried,Kenneth - Gallinari,Danilo - Harris,Gary - Nelson,Jameer",10.0,12.0
884,12.0,7.0,0.0,2.0,1627736 - 202702 - 1627823 - 203999 - 1627750,"Beasley,Malik - Faried,Kenneth - Hernangomez,Juan - Jokic,Nikola - Murray,Jamal",13.0,21.0
885,13.0,0.0,2.0,1.0,1627736 - 1627823 - 2034 - 1627750 - 203950,"Beasley,Malik - Hernangomez,Juan - Miller,Mike - Murray,Jamal - Stokes,Jarnell",13.0,15.0
886,14.0,6.0,1.0,9.0,202702 - 1627823 - 1627750 - 2749 - 203994,"Faried,Kenneth - Hernangomez,Juan - Murray,Jamal - Nelson,Jameer - Nurkic,Jusuf",15.0,9.5
887,16.0,11.0,5.0,6.0,202702 - 201568 - 203914 - 1626144 - 203994,"Faried,Kenneth - Gallinari,Danilo - Harris,Gary - Mudiay,Emmanuel - Nurkic,Jusuf",13.0,11.0
888,24.9,20.1,2.1,3.0,203115 - 201163 - 202702 - 201568 - 1626144,"Barton,Will - Chandler,Wilson - Faried,Kenneth - Gallinari,Danilo - Mudiay,Emmanuel",12.3,9.3
889,49.2,18.0,4.2,10.8,201163 - 201568 - 203999 - 1626144 - 2749,"Chandler,Wilson - Gallinari,Danilo - Jokic,Nikola - Mudiay,Emmanuel - Nelson,Jameer",11.2,12.0
890,26.1,9.0,3.0,2.1,202702 - 201568 - 203914 - 203999 - 1626144,"Faried,Kenneth - Gallinari,Danilo - Harris,Gary - Jokic,Nikola - Mudiay,Emmanuel",12.4,11.7
891,10.0,3.0,0.0,2.0,201163 - 202702 - 201568 - 1626144 - 203994,"Chandler,Wilson - Faried,Kenneth - Gallinari,Danilo - Mudiay,Emmanuel - Nurkic,Jusuf",6.0,17.0
892,30.0,20.0,3.2,6.0,201163 - 201568 - 203999 - 1626144 - 1627750,"Chandler,Wilson - Gallinari,Danilo - Jokic,Nikola - Mudiay,Emmanuel - Murray,Jamal",10.0,12.0
893,42.0,15.0,5.0,4.0,201163 - 1627823 - 203999 - 1627750 - 2749,"Chandler,Wilson - Hernangomez,Juan - Jokic,Nikola - Murray,Jamal - Nelson,Jameer",11.4,10.2
894,12.0,6.0,2.0,5.0,202702 - 201568 - 203914 - 1626144 - 2749,"Faried,Kenneth - Gallinari,Danilo - Harris,Gary - Mudiay,Emmanuel - Nelson,Jameer",7.0,3.5
895,46.9,14.7,4.2,11.9,201163 - 202702 - 203999 - 1627750 - 2749,"Chandler,Wilson - Faried,Kenneth - Jokic,Nikola - Murray,Jamal - Nelson,Jameer",9.6,8.0
896,21.9,2.1,0.0,5.1,201163 - 202702 - 1627750 - 2749 - 203994,"Chandler,Wilson - Faried,Kenneth - Murray,Jamal - Nelson,Jameer - Nurkic,Jusuf",7.3,10.3
897,16.0,4.0,1.0,1.0,202702 - 201568 - 1626144 - 1627750 - 2749,"Faried,Kenneth - Gallinari,Danilo - Mudiay,Emmanuel - Murray,Jamal - Nelson,Jameer",10.0,10.5
898,7.0,3.0,1.0,2.0,201589 - 202702 - 201568 - 1626144 - 2749,"Arthur,Darrell - Faried,Kenneth - Gallinari,Danilo - Mudiay,Emmanuel - Nelson,Jameer",11.0,13.0
899,15.0,0.0,2.0,4.0,1627736 - 202702 - 1627823 - 1627750 - 2749,"Beasley,Malik - Faried,Kenneth - Hernangomez,Juan - Murray,Jamal - Nelson,Jameer",7.0,8.0
900,9.0,0.0,0.0,0.0,201589 - 1627736 - 1627823 - 2034 - 1627750,"Arthur,Darrell - Beasley,Malik - Hernangomez,Juan - Miller,Mike - Murray,Jamal",7.0,12.0
901,10.0,4.0,3.0,0.0,201163 - 202702 - 203914 - 1627823 - 2749,"Chandler,Wilson - Faried,Kenneth - Harris,Gary - Hernangomez,Juan - Nelson,Jameer",7.0,8.0
902,21.0,11.1,5.1,3.0,203115 - 201163 - 202702 - 201568 - 2749,"Barton,Will - Chandler,Wilson - Faried,Kenneth - Gallinari,Danilo - Nelson,Jameer",9.3,10.0
903,37.8,9.0,4.8,7.2,201163 - 202702 - 201568 - 1626144 - 2749,"Chandler,Wilson - Faried,Kenneth - Gallinari,Danilo - Mudiay,Emmanuel - Nelson,Jameer",8.1,9.8
904,33.0,7.0,5.0,6.0,201163 - 201568 - 1626144 - 2749 - 203994,"Chandler,Wilson - Gallinari,Danilo - Mudiay,Emmanuel - Nelson,Jameer - Nurkic,Jusuf",8.0,4.6
905,6.0,2.0,2.0,2.0,1627736 - 202702 - 1627823 - 2034 - 1627750,"Beasley,Malik - Faried,Kenneth - Hernangomez,Juan - Miller,Mike - Murray,Jamal",11.0,7.0
906,6.0,6.0,3.0,0.0,202702 - 201568 - 203914 - 1627750 - 2749,"Faried,Kenneth - Gallinari,Danilo - Harris,Gary - Murray,Jamal - Nelson,Jameer",8.0,10.0
907,11.0,2.0,3.0,0.0,202702 - 201568 - 1627823 - 1626144 - 1627750,"Faried,Kenneth - Gallinari,Danilo - Hernangomez,Juan - Mudiay,Emmanuel - Murray,Jamal",8.0,11.0
908,5.0,4.0,1.0,0.0,201163 - 202087 - 203999 - 1627750 - 2749,"Chandler,Wilson - Gee,Alonzo - Jokic,Nikola - Murray,Jamal - Nelson,Jameer",8.0,9.0
909,5.0,2.0,0.0,0.0,201163 - 1627823 - 203999 - 1626144 - 2749,"Chandler,Wilson - Hernangomez,Juan - Jokic,Nikola - Mudiay,Emmanuel - Nelson,Jameer",7.0,10.0
910,21.9,2.1,3.0,0.9,201163 - 1627823 - 1627750 - 2749 - 203994,"Chandler,Wilson - Hernangomez,Juan - Murray,Jamal - Nelson,Jameer - Nurkic,Jusuf",3.7,11.0
911,11.0,3.0,2.0,2.0,202702 - 201568 - 1626144 - 1627750 - 203994,"Faried,Kenneth - Gallinari,Danilo - Mudiay,Emmanuel - Murray,Jamal - Nurkic,Jusuf",5.0,8.0
912,12.0,2.1,0.0,6.0,201163 - 201568 - 203914 - 203999 - 1626144,"Chandler,Wilson - Gallinari,Danilo - Harris,Gary - Jokic,Nikola - Mudiay,Emmanuel",5.3,5.0
913,7.0,2.0,4.0,1.0,201163 - 202702 - 201568 - 203914 - 1626144,"Chandler,Wilson - Faried,Kenneth - Gallinari,Danilo - Harris,Gary - Mudiay,Emmanuel",6.0,3.0
914,10.0,0.0,1.0,4.0,201163 - 202702 - 1627823 - 1627750 - 2749,"Chandler,Wilson - Faried,Kenneth - Hernangomez,Juan - Murray,Jamal - Nelson,Jameer",6.0,3.0
915,37.2,4.2,4.8,4.2,201163 - 201568 - 203999 - 1627750 - 2749,"Chandler,Wilson - Gallinari,Danilo - Jokic,Nikola - Murray,Jamal - Nelson,Jameer",5.2,6.2
916,6.0,1.0,0.0,0.0,1627823 - 203999 - 1627750 - 2749 - 203994,"Hernangomez,Juan - Jokic,Nikola - Murray,Jamal - Nelson,Jameer - Nurkic,Jusuf",4.0,5.0
917,15.9,6.9,3.0,5.1,201163 - 201568 - 203914 - 1626144 - 203994,"Chandler,Wilson - Gallinari,Danilo - Harris,Gary - Mudiay,Emmanuel - Nurkic,Jusuf",5.4,6.7
918,12.0,2.0,2.0,0.0,202702 - 201568 - 203999 - 1626144 - 1627750,"Faried,Kenneth - Gallinari,Danilo - Jokic,Nikola - Mudiay,Emmanuel - Murray,Jamal",2.5,10.0
919,5.0,0.0,0.0,0.0,201568 - 203914 - 1627823 - 203999 - 1626144,"Gallinari,Danilo - Harris,Gary - Hernangomez,Juan - Jokic,Nikola - Mudiay,Emmanuel",6.0,7.0
920,3.0,0.0,0.0,1.0,201163 - 202087 - 1627823 - 203999 - 2749,"Chandler,Wilson - Gee,Alonzo - Hernangomez,Juan - Jokic,Nikola - Nelson,Jameer",7.0,3.0
921,6.0,0.0,1.0,4.0,201163 - 1627823 - 203999 - 1626144 - 1627750,"Chandler,Wilson - Hernangomez,Juan - Jokic,Nikola - Mudiay,Emmanuel - Murray,Jamal",4.0,2.0
922,12.9,2.1,0.9,0.0,201163 - 201568 - 1626144 - 1627750 - 203994,"Chandler,Wilson - Gallinari,Danilo - Mudiay,Emmanuel - Murray,Jamal - Nurkic,Jusuf",5.0,5.0
923,7.0,2.0,1.0,0.0,202702 - 201568 - 203914 - 1627823 - 1626144,"Faried,Kenneth - Gallinari,Danilo - Harris,Gary - Hernangomez,Juan - Mudiay,Emmanuel",6.0,6.0
924,17.0,8.0,1.0,3.0,202702 - 201568 - 1627750 - 2749 - 203994,"Faried,Kenneth - Gallinari,Danilo - Murray,Jamal - Nelson,Jameer - Nurkic,Jusuf",4.6,6.4
925,5.0,2.0,0.0,0.0,202702 - 201568 - 1627823 - 1627750 - 2749,"Faried,Kenneth - Gallinari,Danilo - Hernangomez,Juan - Murray,Jamal - Nelson,Jameer",3.5,4.0
926,3.0,0.0,0.0,1.0,201568 - 203914 - 1627823 - 2749 - 203994,"Gallinari,Danilo - Harris,Gary - Hernangomez,Juan - Nelson,Jameer - Nurkic,Jusuf",2.0,5.0
927,7.0,6.0,1.0,0.0,201568 - 203999 - 1626144 - 2749 - 203994,"Gallinari,Danilo - Jokic,Nikola - Mudiay,Emmanuel - Nelson,Jameer - Nurkic,Jusuf",3.5,4.5
928,2.0,0.0,0.0,1.0,201589 - 202702 - 201568 - 1626144 - 1627750,"Arthur,Darrell - Faried,Kenneth - Gallinari,Danilo - Mudiay,Emmanuel - Murray,Jamal",4.0,3.0
929,5.0,5.0,0.0,0.0,201163 - 201568 - 1627750 - 2749 - 203994,"Chandler,Wilson - Gallinari,Danilo - Murray,Jamal - Nelson,Jameer - Nurkic,Jusuf",3.5,4.5
930,4.0,0.0,1.0,0.0,201163 - 202087 - 203999 - 1626144 - 2749,"Chandler,Wilson - Gee,Alonzo - Jokic,Nikola - Mudiay,Emmanuel - Nelson,Jameer",1.0,2.0
931,4.0,0.0,1.0,1.0,201163 - 202702 - 1627823 - 1626144 - 2749,"Chandler,Wilson - Faried,Kenneth - Hernangomez,Juan - Mudiay,Emmanuel - Nelson,Jameer",3.0,6.0
932,1.0,0.0,0.0,1.0,203914 - 203999 - 1626144 - 1627750 - 203994,"Harris,Gary - Jokic,Nikola - Mudiay,Emmanuel - Murray,Jamal - Nurkic,Jusuf",5.0,3.0
933,3.0,1.0,0.0,0.0,201589 - 201163 - 1626144 - 1627750 - 203994,"Arthur,Darrell - Chandler,Wilson - Mudiay,Emmanuel - Murray,Jamal - Nurkic,Jusuf",5.0,3.0
934,2.0,0.0,0.0,0.0,201163 - 202702 - 1626144 - 1627750 - 203994,"Chandler,Wilson - Faried,Kenneth - Mudiay,Emmanuel - Murray,Jamal - Nurkic,Jusuf",3.0,2.0
935,2.0,0.0,0.0,0.0,201163 - 203999 - 1627750 - 2749 - 203994,"Chandler,Wilson - Jokic,Nikola - Murray,Jamal - Nelson,Jameer - Nurkic,Jusuf",3.0,2.0
936,1.0,2.0,0.0,1.0,201589 - 1627736 - 1627823 - 1627750 - 203994,"Arthur,Darrell - Beasley,Malik - Hernangomez,Juan - Murray,Jamal - Nurkic,Jusuf",0.0,2.0
937,1.0,0.0,0.0,2.0,201589 - 201568 - 203999 - 1626144 - 1627750,"Arthur,Darrell - Gallinari,Danilo - Jokic,Nikola - Mudiay,Emmanuel - Murray,Jamal",7.0,2.0
938,6.9,2.1,0.9,3.9,203115 - 201163 - 201568 - 203999 - 1626144,"Barton,Will - Chandler,Wilson - Gallinari,Danilo - Jokic,Nikola - Mudiay,Emmanuel",0.0,3.7
939,3.0,3.0,1.0,1.0,203115 - 201568 - 203999 - 2749 - 203994,"Barton,Will - Gallinari,Danilo - Jokic,Nikola - Nelson,Jameer - Nurkic,Jusuf",7.0,2.0
940,2.0,0.0,0.0,0.0,201163 - 201568 - 202087 - 203999 - 1627750,"Chandler,Wilson - Gallinari,Danilo - Gee,Alonzo - Jokic,Nikola - Murray,Jamal",5.0,2.0
941,1.0,2.0,0.0,1.0,202702 - 201568 - 1627823 - 1626144 - 2749,"Faried,Kenneth - Gallinari,Danilo - Hernangomez,Juan - Mudiay,Emmanuel - Nelson,Jameer",4.0,2.0
942,3.0,0.0,1.0,1.0,201568 - 1627823 - 1626144 - 1627750 - 203994,"Gallinari,Danilo - Hernangomez,Juan - Mudiay,Emmanuel - Murray,Jamal - Nurkic,Jusuf",2.0,2.0
943,3.0,2.0,1.0,0.0,1627736 - 202702 - 202087 - 1627823 - 1627750,"Beasley,Malik - Faried,Kenneth - Gee,Alonzo - Hernangomez,Juan - Murray,Jamal",3.5,2.0
944,4.0,4.0,0.0,4.0,201163 - 202702 - 201568 - 1627750 - 2749,"Chandler,Wilson - Faried,Kenneth - Gallinari,Danilo - Murray,Jamal - Nelson,Jameer",2.0,1.5
945,2.0,2.0,1.0,1.0,201163 - 1627823 - 1626144 - 1627750 - 203994,"Chandler,Wilson - Hernangomez,Juan - Mudiay,Emmanuel - Murray,Jamal - Nurkic,Jusuf",2.0,4.0
946,2.0,0.0,0.0,0.0,201163 - 203999 - 1626144 - 2749 - 203994,"Chandler,Wilson - Jokic,Nikola - Mudiay,Emmanuel - Nelson,Jameer - Nurkic,Jusuf",0.0,2.0
947,6.0,6.9,0.0,0.0,202702 - 201568 - 203999 - 1626144 - 2749,"Faried,Kenneth - Gallinari,Danilo - Jokic,Nikola - Mudiay,Emmanuel - Nelson,Jameer",1.3,4.3
948,5.0,1.0,1.0,0.0,201163 - 203914 - 1627823 - 2749 - 203994,"Chandler,Wilson - Harris,Gary - Hernangomez,Juan - Nelson,Jameer - Nurkic,Jusuf",1.5,3.5
949,0.0,2.0,0.0,1.0,201568 - 203914 - 1626144 - 2749 - 203994,"Gallinari,Danilo - Harris,Gary - Mudiay,Emmanuel - Nelson,Jameer - Nurkic,Jusuf",6.0,2.0
950,2.0,0.0,1.0,1.0,201163 - 1627823 - 1626144 - 2749 - 203994,"Chandler,Wilson - Hernangomez,Juan - Mudiay,Emmanuel - Nelson,Jameer - Nurkic,Jusuf",4.0,2.0
951,0.0,3.0,0.0,1.0,202702 - 202087 - 1626144 - 1627750 - 203994,"Faried,Kenneth - Gee,Alonzo - Mudiay,Emmanuel - Murray,Jamal - Nurkic,Jusuf",3.0,3.0
952,1.0,0.0,0.0,0.0,201589 - 201163 - 203999 - 1627750 - 2749,"Arthur,Darrell - Chandler,Wilson - Jokic,Nikola - Murray,Jamal - Nelson,Jameer",3.0,2.0
953,2.0,0.0,0.0,0.0,201163 - 202702 - 1626144 - 2749 - 203994,"Chandler,Wilson - Faried,Kenneth - Mudiay,Emmanuel - Nelson,Jameer - Nurkic,Jusuf",3.0,0.0
954,1.0,0.0,0.0,1.0,202702 - 1627823 - 1626144 - 1627750 - 2749,"Faried,Kenneth - Hernangomez,Juan - Mudiay,Emmanuel - Murray,Jamal - Nelson,Jameer",3.0,0.0
955,1.0,2.0,0.0,0.0,201589 - 201163 - 203999 - 1626144 - 1627750,"Arthur,Darrell - Chandler,Wilson - Jokic,Nikola - Mudiay,Emmanuel - Murray,Jamal",2.0,2.0
956,2.0,2.0,1.0,0.0,201163 - 202702 - 202087 - 1626144 - 1627750,"Chandler,Wilson - Faried,Kenneth - Gee,Alonzo - Mudiay,Emmanuel - Murray,Jamal",5.0,0.0
